,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,possibly_sensitive,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
38,Fri Jan 24 11:40:11 +0000 2020,1220672643210383360,1220672643210383360,"@togelius @Bumblebor @rocanaan @creativeEndvs If you are at @UniofHerts
, especially in @HertfordshireCS
, and you are interested in participating - feel free to contact me.

There are also some really interesting research questions related to this, so it's possible to do a Master thesis about this with me.

#AI #Minecraft",False,"[46, 324]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204031873305682e+18,1220403187330568198,8.901323603978035e+17,890132360397803520,ChristophSalge,,,,False,0,0,False,False,en,"[{'text': 'AI', 'indices': [310, 313]}, {'text': 'Minecraft', 'indices': [314, 324]}]",[],"[{'screen_name': 'togelius', 'name': 'Julian Togelius', 'id': 19510090, 'id_str': '19510090', 'indices': [0, 9]}, {'screen_name': 'Bumblebor', 'name': 'Michael Green', 'id': 874897164, 'id_str': '874897164', 'indices': [10, 20]}, {'screen_name': 'rocanaan', 'name': 'Rodrigo Canaan', 'id': 109394186, 'id_str': '109394186', 'indices': [21, 30]}, {'screen_name': 'creativeEndvs', 'name': 'C. Guckelsberger', 'id': 2978450097, 'id_str': '2978450097', 'indices': [31, 45]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [60, 71]}, {'screen_name': 'HertfordshireCS', 'name': 'HertfordshireCS', 'id': 857157858412113920, 'id_str': '857157858412113920', 'indices': [88, 104]}]",[],en,recent,890132360397803520,890132360397803520,Christoph Salge,ChristophSalge,"Hatfield, England","Maker of Artificial Intelligence, Player of Games, Citizen of the World, Student of Philosophy, Writer of Pretentious Lists.",https://t.co/xmEyTl23YM,[],False,721,583,22,Wed Jul 26 08:51:07 +0000 2017,1369,,,True,False,1341,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/978384510629883904/ANxeX7fL_normal.jpg,https://pbs.twimg.com/profile_images/978384510629883904/ANxeX7fL_normal.jpg,https://pbs.twimg.com/profile_banners/890132360397803520/1522100154,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/xmEyTl23YM', 'expanded_url': 'http://homepages.herts.ac.uk/~cs08abi/', 'display_url': 'homepages.herts.ac.uk/~cs08abi/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Fri Jan 24 10:24:36 +0000 2020,1220653622670823425,1220653622670823425,"Fantastic work with Mahmoud Keshavarzi (not on Twitter),  @shabnamnkadir &amp; Tobias Reichenbach (not on Twitter) at @imperialcollege @ImperialBioeng  @CDTNeurotech  @UniofHerts",False,"[0, 178]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2206389713923523e+18,1220638971392352256,8.539162326633554e+17,853916232663355392,KeglerMikolaj,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'shabnamnkadir', 'name': 'Shabnam Kadir', 'id': 754086420, 'id_str': '754086420', 'indices': [58, 72]}, {'screen_name': 'imperialcollege', 'name': 'Imperial College', 'id': 15353955, 'id_str': '15353955', 'indices': [118, 134]}, {'screen_name': 'ImperialBioeng', 'name': 'Bioengineering', 'id': 82066286, 'id_str': '82066286', 'indices': [135, 150]}, {'screen_name': 'CDTNeurotech', 'name': 'CDT Neurotechnology', 'id': 727510084167864320, 'id_str': '727510084167864320', 'indices': [152, 165]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [167, 178]}]",[],en,recent,853916232663355392,853916232663355392,Mikolaj Kegler,KeglerMikolaj,"London, England","Neuroscience, speech processing, data science

PhD Student @CDTNeurotech @ImperialBioeng | AI for speech processing @Logitech | Data mentor @DecodedCo",https://t.co/iVpr1Eg4dD,[],False,121,579,0,Mon Apr 17 10:21:09 +0000 2017,360,,,False,False,85,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/853922628733632512/9oCd-ggr_normal.jpg,https://pbs.twimg.com/profile_images/853922628733632512/9oCd-ggr_normal.jpg,https://pbs.twimg.com/profile_banners/853916232663355392/1492425993,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/iVpr1Eg4dD', 'expanded_url': 'https://mikolajkegler.myportfolio.com/', 'display_url': 'mikolajkegler.myportfolio.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Fri Jan 24 09:46:53 +0000 2020,1220644127093686272,1220644127093686272,@rj_crook @PGRwellbeingUoM @UniofHerts Have a good conference 👍,False,"[39, 63]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206236751515402e+18,1220623675151540224,2355037494.0,2355037494,rj_crook,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'rj_crook', 'name': 'Rebecca Crook', 'id': 2355037494, 'id_str': '2355037494', 'indices': [0, 9]}, {'screen_name': 'PGRwellbeingUoM', 'name': 'PGR Well Bee-ing Project', 'id': 1062668167586164736, 'id_str': '1062668167586164736', 'indices': [10, 26]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [27, 38]}]",[],en,recent,910453903191310336,910453903191310336,Suzy Hargreaves,suzy_hargreaves,"Salford, England",Researcher at University of Salford evaluating GM Alcohol Health Champion programme. Writing up PhD at LJMU mental health & alcohol use in Traveller community.,https://t.co/mgI4E6neSU,[],False,464,1444,3,Wed Sep 20 10:41:40 +0000 2017,1801,,,True,False,1375,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1187282492635713536/uTobo3Mh_normal.jpg,https://pbs.twimg.com/profile_images/1187282492635713536/uTobo3Mh_normal.jpg,https://pbs.twimg.com/profile_banners/910453903191310336/1575279722,981CEB,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/mgI4E6neSU', 'expanded_url': 'https://twitter.com/CICA_NIHR', 'display_url': 'twitter.com/CICA_NIHR', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Fri Jan 24 09:40:12 +0000 2020,1220642448378146816,1220642448378146816,RT @LottieWright180: Teacher Training place accepted! @UniofHerts Here I come!,False,"[0, 78]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'LottieWright180', 'name': 'Lottie Wright', 'id': 1107035010, 'id_str': '1107035010', 'indices': [3, 19]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [54, 65]}]",[],en,recent,90371738,90371738,UH Education,UH_Education,"Hertfordshire, UK",School of Education at @UniOfHerts University of Hertfordshire,https://t.co/k6i2ySn69U,[],False,485,230,5,Mon Nov 16 11:15:25 +0000 2009,346,,,False,False,733,,False,False,False,060B0D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/882221128315437056/mRxxLUu7_normal.jpg,https://pbs.twimg.com/profile_images/882221128315437056/mRxxLUu7_normal.jpg,https://pbs.twimg.com/profile_banners/90371738/1579176213,3D0C4E,91D400,363534,91D400,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/k6i2ySn69U', 'expanded_url': 'http://herts.ac.uk/education', 'display_url': 'herts.ac.uk/education', 'indices': [0, 23]}]",Thu Jan 23 17:01:17 +0000 2020,1.2203910627133071e+18,1220391062713307137,Teacher Training place accepted! @UniofHerts Here I come!,False,"[0, 57]",[],[],"[{'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [33, 44]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1107035010.0,1107035010,Lottie Wright,LottieWright180,Hertfordshire,,,,[],False,137.0,787.0,1.0,Sun Jan 20 19:09:06 +0000 2013,2333.0,,,False,False,294.0,,False,False,False,FFF04D,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/1135255448351924224/8Ht-o8PG_normal.jpg,https://pbs.twimg.com/profile_images/1135255448351924224/8Ht-o8PG_normal.jpg,https://pbs.twimg.com/profile_banners/1107035010/1556805537,4A913C,000000,95E8EC,3C3940,True,False,False,False,False,False,False,none,,,,,False,2.0,15.0,False,False,en,,,,,,,,,,,
45,Fri Jan 24 09:06:12 +0000 2020,1220633889917612032,1220633889917612032,@Asynt @UniofHerts Happy to be a part of this novel project. That’s one happy academic :-),False,"[19, 90]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205988278472417e+18,1220598827847241728,102723630.0,102723630,Asynt,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Asynt', 'name': 'Asynt Lab Supplies', 'id': 102723630, 'id_str': '102723630', 'indices': [0, 6]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [7, 18]}]",[],en,recent,2226845515,2226845515,Arran Solomonsz,Arran_Solo,Cambridgeshire,"Chemical nanoscientist turned laboratory equipment specialist. Managing sales throughout southern 🇬🇧, 🇺🇸, 🇨🇦, 🇨🇭, 🇸🇪",https://t.co/JDWwUZ89jK,[],False,89,77,7,Mon Dec 02 15:27:33 +0000 2013,672,,,True,False,583,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1027201470964424704/kWqkYRZW_normal.jpg,https://pbs.twimg.com/profile_images/1027201470964424704/kWqkYRZW_normal.jpg,https://pbs.twimg.com/profile_banners/2226845515/1533738917,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,[],Polygon,"[[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]]",,"[{'url': 'https://t.co/JDWwUZ89jK', 'expanded_url': 'http://www.asynt.com', 'display_url': 'asynt.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Fri Jan 24 08:30:00 +0000 2020,1220624779532783616,1220624779532783616,"🎱 REFRESHERS' 🎱

We and the Office of the Dean of Students invite you to play pool and meet your Resident Advisers, tonight from 6 - 8 pm

You can come to the Newton Common Room, College Lane or the Main Common Room, De Havilland, whichever suits you best

@UniofHerts",False,"[0, 268]","<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,,,,False,1,2,False,False,en,[],[],"[{'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [257, 268]}]",[],en,recent,47328760,47328760,Hertfordshire SU,hertssu,University of Hertfordshire,We enhance the student experience at UH with Advice & Support • Events • The Forum • Fundraising • Representation • Societies • Volunteering 🖤🎓 #yourhertbeat,https://t.co/Fiq4wyzbro,[],False,7675,974,83,Mon Jun 15 13:04:06 +0000 2009,2220,,,True,False,9187,,False,False,False,89C9FA,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1213031272592936961/ZVYsBGFn_normal.jpg,https://pbs.twimg.com/profile_images/1213031272592936961/ZVYsBGFn_normal.jpg,https://pbs.twimg.com/profile_banners/47328760/1579170382,20B9E7,FFFFFF,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/Fiq4wyzbro', 'expanded_url': 'http://hertfordshire.su/', 'display_url': 'hertfordshire.su', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Fri Jan 24 07:34:06 +0000 2020,1220610713812721665,1220610713812721665,RT @AnnieB302: Really enjoyed my visit to @UniofHerts yesterday. Thanks to @djrgrey @DrLeanneCalvert @Saskia_Kersten for making me feel so…,False,"[0, 139]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'AnnieB302', 'name': 'Annie Bussell', 'id': 31714714, 'id_str': '31714714', 'indices': [3, 13]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [42, 53]}, {'screen_name': 'djrgrey', 'name': 'Daniel Grey', 'id': 3301667527, 'id_str': '3301667527', 'indices': [75, 83]}, {'screen_name': 'DrLeanneCalvert', 'name': 'Leanne Calvert', 'id': 590435019, 'id_str': '590435019', 'indices': [84, 100]}, {'screen_name': 'Saskia_Kersten', 'name': 'Dr Saskia Kersten', 'id': 312887559, 'id_str': '312887559', 'indices': [101, 116]}]",[],en,recent,3301667527,3301667527,Daniel Grey,djrgrey,,"Head of History at the University of Hertfordshire. | FRHistS | History of Gender, Crime, Law and Medicine in 19th and 20th Century Britain and India",,[],False,3364,3041,208,Thu Jul 30 14:57:31 +0000 2015,88004,,,False,False,72916,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1140317657713000448/oAZTkSA2_normal.png,https://pbs.twimg.com/profile_images/1140317657713000448/oAZTkSA2_normal.png,,94D487,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,Fri Jan 24 07:33:33 +0000 2020,1.220610574805078e+18,1220610574805078016,Really enjoyed my visit to @UniofHerts yesterday. Thanks to @djrgrey @DrLeanneCalvert @Saskia_Kersten for making me feel so welcome.,False,"[0, 132]",[],[],"[{'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [27, 38]}, {'screen_name': 'djrgrey', 'name': 'Daniel Grey', 'id': 3301667527, 'id_str': '3301667527', 'indices': [60, 68]}, {'screen_name': 'DrLeanneCalvert', 'name': 'Leanne Calvert', 'id': 590435019, 'id_str': '590435019', 'indices': [69, 85]}, {'screen_name': 'Saskia_Kersten', 'name': 'Dr Saskia Kersten', 'id': 312887559, 'id_str': '312887559', 'indices': [86, 101]}]",[],en,recent,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,31714714.0,31714714,Annie Bussell,AnnieB302,"Looe, Cornwall",Part Time Postgrad Research student at University of Plymouth researching the policing of prostitution in the 3 towns of Plymouth 1850 -1914,,,[],False,28.0,67.0,0.0,Thu Apr 16 10:23:40 +0000 2009,244.0,,,True,False,137.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1122035533872549888/cHVNQLzh_normal.jpg,https://pbs.twimg.com/profile_images/1122035533872549888/cHVNQLzh_normal.jpg,https://pbs.twimg.com/profile_banners/31714714/1556349093,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,8.0,False,False,en,,,,,,,,,,,
50,Fri Jan 24 07:33:33 +0000 2020,1220610574805078016,1220610574805078016,Really enjoyed my visit to @UniofHerts yesterday. Thanks to @djrgrey @DrLeanneCalvert @Saskia_Kersten for making me feel so welcome.,False,"[0, 132]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,False,1,8,False,False,en,[],[],"[{'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [27, 38]}, {'screen_name': 'djrgrey', 'name': 'Daniel Grey', 'id': 3301667527, 'id_str': '3301667527', 'indices': [60, 68]}, {'screen_name': 'DrLeanneCalvert', 'name': 'Leanne Calvert', 'id': 590435019, 'id_str': '590435019', 'indices': [69, 85]}, {'screen_name': 'Saskia_Kersten', 'name': 'Dr Saskia Kersten', 'id': 312887559, 'id_str': '312887559', 'indices': [86, 101]}]",[],en,recent,31714714,31714714,Annie Bussell,AnnieB302,"Looe, Cornwall",Part Time Postgrad Research student at University of Plymouth researching the policing of prostitution in the 3 towns of Plymouth 1850 -1914,,[],False,28,67,0,Thu Apr 16 10:23:40 +0000 2009,244,,,True,False,137,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1122035533872549888/cHVNQLzh_normal.jpg,https://pbs.twimg.com/profile_images/1122035533872549888/cHVNQLzh_normal.jpg,https://pbs.twimg.com/profile_banners/31714714/1556349093,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Thu Jan 23 19:22:36 +0000 2020,1220426626841939968,1220426626841939968,@Wendy_J_Wills @UniofHerts @uniofhertslms @CRIPACC1 @jennufcboss Great idea,False,"[65, 75]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204255327325143e+18,1220425532732514312,2227412283.0,2227412283,Wendy_J_Wills,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Wendy_J_Wills', 'name': 'Wendy Wills', 'id': 2227412283, 'id_str': '2227412283', 'indices': [0, 14]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [15, 26]}, {'screen_name': 'uniofhertslms', 'name': 'Uni of Herts LMS', 'id': 905819103595823105, 'id_str': '905819103595823105', 'indices': [27, 41]}, {'screen_name': 'CRIPACC1', 'name': 'CRIPACC UH', 'id': 1560037494, 'id_str': '1560037494', 'indices': [42, 51]}, {'screen_name': 'jennufcboss', 'name': 'Jen Beer', 'id': 20548788, 'id_str': '20548788', 'indices': [52, 64]}]",[],en,recent,306841909,306841909,Jim McManus OCDS,jimmcmanusph,🇻🇦🏳️‍🌈🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪,Vice-Pres @ADPHUK DPH @Hertscc President @Guildofhealth Prof @UniofHerts @CPEC_LSE Fellow @RoyalSocBio @BPsOfficial Trustee @StJoHospice Chair @BSPHNetwork,https://t.co/V6HKFiXmcH,[],False,6263,2037,182,Sat May 28 14:58:54 +0000 2011,26147,,,True,False,27592,,False,False,False,000000,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1093274893972656128/cji6p8Hp_normal.jpg,https://pbs.twimg.com/profile_images/1093274893972656128/cji6p8Hp_normal.jpg,https://pbs.twimg.com/profile_banners/306841909/1578645789,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/V6HKFiXmcH', 'expanded_url': 'http://jimmcmanus.brandyourself.com/', 'display_url': 'jimmcmanus.brandyourself.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Thu Jan 23 15:32:08 +0000 2020,1220368624336109568,1220368624336109568,"Great debate from staff today about how @UniofHerts can do more for the #environment and #sustainability at our Strategic Plan Launch. It isn’t in our strategy, but I love how passionate our staff are for truly changing the world.",False,"[0, 230]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,1,2,False,False,en,"[{'text': 'environment', 'indices': [72, 84]}, {'text': 'sustainability', 'indices': [89, 104]}]",[],"[{'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [40, 51]}]",[],en,recent,1555437620,1555437620,Leanne Kenyon,LeanneKenyon_UH,Hatfield,Business Development Sales Manager (Innovation) & MSc Occupational Psychology Graduate  @uniofherts. Helping businesses be their best selves! #goherts,https://t.co/0rDq9gFGOS,[],False,768,682,51,Sat Jun 29 11:12:36 +0000 2013,1196,,,False,False,3616,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000062847449/ca609d5602cb78d14b27de6f0b29f759_normal.jpeg,https://pbs.twimg.com/profile_images/378800000062847449/ca609d5602cb78d14b27de6f0b29f759_normal.jpeg,https://pbs.twimg.com/profile_banners/1555437620/1560531669,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/0rDq9gFGOS', 'expanded_url': 'http://bit.ly/1pG49HR', 'display_url': 'bit.ly/1pG49HR', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Thu Jan 23 14:35:05 +0000 2020,1220354268953227269,1220354268953227269,@ChristophSalge @MarcusMxCog @UniofHerts @HertfordshireCS Congratulations!!!! 🎊,False,"[58, 79]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2201016931631677e+18,1220101693163167744,8.901323603978035e+17,890132360397803520,ChristophSalge,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ChristophSalge', 'name': 'Christoph Salge', 'id': 890132360397803520, 'id_str': '890132360397803520', 'indices': [0, 15]}, {'screen_name': 'MarcusMxCog', 'name': 'Marcus Clements', 'id': 1140311462939889665, 'id_str': '1140311462939889665', 'indices': [16, 28]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [29, 40]}, {'screen_name': 'HertfordshireCS', 'name': 'HertfordshireCS', 'id': 857157858412113920, 'id_str': '857157858412113920', 'indices': [41, 57]}]",[],en,recent,59753738,59753738,Alessandra Rossi,alhandra81,University of Hertfordshire,"I'm a river in flood, I'm a fiery dance. I'm the storm and the calm after it.... I'm just a roboticist. 
Marie Sklodowska-Curie ITN PhD fellow - SECURE project",https://t.co/DX7uVNyZjg,[],False,81,189,1,Fri Jul 24 11:11:07 +0000 2009,440,,,False,False,442,,False,False,False,709397,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/344513261582256219/dbbafd661ec780debd9ef0a8edeec713_normal.jpeg,https://pbs.twimg.com/profile_images/344513261582256219/dbbafd661ec780debd9ef0a8edeec713_normal.jpeg,https://pbs.twimg.com/profile_banners/59753738/1373812559,FF3300,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/DX7uVNyZjg', 'expanded_url': 'http://alessandrarossi.net', 'display_url': 'alessandrarossi.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
