,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
153,Fri Jan 24 16:42:53 +0000 2020,1220748817756119040,1220748817756119040,@kimball_gregg @rionlyle @dcexaminer @ewarren @Stanford @AndrewYang That would have been my position before the threat of the 4th Industrial Revolution. The @wef Future of Jobs Report shows automation and AI outpacing the creation of new jobs by 2030. We have to do something to stimulate small businesses and entrepreneurship... UBI can do that,False,"[68, 345]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220743819819307e+18,1220743819819307008,8.052862754398863e+17,805286275439886337,kimball_gregg,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kimball_gregg', 'name': 'Gregg Kimball', 'id': 805286275439886337, 'id_str': '805286275439886337', 'indices': [0, 14]}, {'screen_name': 'rionlyle', 'name': 'Rion Lyle 🖖🧢☂️', 'id': 22681489, 'id_str': '22681489', 'indices': [15, 24]}, {'screen_name': 'dcexaminer', 'name': 'Washington Examiner', 'id': 18956073, 'id_str': '18956073', 'indices': [25, 36]}, {'screen_name': 'ewarren', 'name': 'Elizabeth Warren', 'id': 357606935, 'id_str': '357606935', 'indices': [37, 45]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [46, 55]}, {'screen_name': 'AndrewYang', 'name': 'Andrew Yang🧢', 'id': 2228878592, 'id_str': '2228878592', 'indices': [56, 67]}, {'screen_name': 'wef', 'name': 'World Economic Forum', 'id': 5120691, 'id_str': '5120691', 'indices': [157, 161]}]",[],en,recent,886004790,886004790,Lora Edwards 🧢,misslorabeth,"Oregon, USA","Mom, MBA student, Research Analyst for Oregon’s County Developmental Disabilities Programs #OGYangGang",https://t.co/DVYpwrEv5x,"[{'url': 'https://t.co/DVYpwrEv5x', 'expanded_url': 'https://instagram.com/missloraelizabeth?r=nametag', 'display_url': 'instagram.com/missloraelizab…', 'indices': [0, 23]}]",[],False,728,668,4,Wed Oct 17 03:56:14 +0000 2012,4525,,,False,False,1091,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_banners/886004790/1542305276,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Fri Jan 24 16:40:15 +0000 2020,1220748156129902594,1220748156129902594,@bradshawe @Society4Science @Regeneron @BroadcomSTEM @StanfordEng @Stanford Thank you for your vote of confidence!!,False,"[76, 115]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207042244236943e+18,1220704224423694337,60666171.0,60666171,bradshawe,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'bradshawe', 'name': 'Eva Bradshaw', 'id': 60666171, 'id_str': '60666171', 'indices': [0, 10]}, {'screen_name': 'Society4Science', 'name': 'Society for Science', 'id': 126664186, 'id_str': '126664186', 'indices': [11, 27]}, {'screen_name': 'Regeneron', 'name': 'Regeneron', 'id': 23077762, 'id_str': '23077762', 'indices': [28, 38]}, {'screen_name': 'BroadcomSTEM', 'name': 'Broadcom Foundation', 'id': 1566329018, 'id_str': '1566329018', 'indices': [39, 52]}, {'screen_name': 'StanfordEng', 'name': 'Stanford Engineering', 'id': 19425169, 'id_str': '19425169', 'indices': [53, 65]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [66, 75]}]",[],en,recent,909166093662654464,909166093662654464,Annie Ostojic,AOstojic23,"Indiana, USA",Innovator | Stanford 2024 | Forbes 30Under30 | RegeneronSTS Finalist '20 | Governor’s STEM '19 | BCM Samueli '15 | Intel ISEF ‘17 | Arrow Electronics Intern ‘19,,,[],False,247,340,2,Sat Sep 16 21:24:23 +0000 2017,5163,,,False,False,172,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1087204795574824960/oeO_oJFP_normal.jpg,https://pbs.twimg.com/profile_images/1087204795574824960/oeO_oJFP_normal.jpg,https://pbs.twimg.com/profile_banners/909166093662654464/1558655973,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Fri Jan 24 16:36:59 +0000 2020,1220747336088838144,1220747336088838144,"@kimball_gregg @rionlyle @dcexaminer @ewarren @Stanford I don’t actually know. But, aren’t those state level?",False,"[56, 109]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220742381709824e+18,1220742381709824001,8.052862754398863e+17,805286275439886337,kimball_gregg,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kimball_gregg', 'name': 'Gregg Kimball', 'id': 805286275439886337, 'id_str': '805286275439886337', 'indices': [0, 14]}, {'screen_name': 'rionlyle', 'name': 'Rion Lyle 🖖🧢☂️', 'id': 22681489, 'id_str': '22681489', 'indices': [15, 24]}, {'screen_name': 'dcexaminer', 'name': 'Washington Examiner', 'id': 18956073, 'id_str': '18956073', 'indices': [25, 36]}, {'screen_name': 'ewarren', 'name': 'Elizabeth Warren', 'id': 357606935, 'id_str': '357606935', 'indices': [37, 45]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [46, 55]}]",[],en,recent,886004790,886004790,Lora Edwards 🧢,misslorabeth,"Oregon, USA","Mom, MBA student, Research Analyst for Oregon’s County Developmental Disabilities Programs #OGYangGang",https://t.co/DVYpwrEv5x,"[{'url': 'https://t.co/DVYpwrEv5x', 'expanded_url': 'https://instagram.com/missloraelizabeth?r=nametag', 'display_url': 'instagram.com/missloraelizab…', 'indices': [0, 23]}]",[],False,728,668,4,Wed Oct 17 03:56:14 +0000 2012,4525,,,False,False,1091,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_banners/886004790/1542305276,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Fri Jan 24 16:16:47 +0000 2020,1220742251153743875,1220742251153743875,"@kimball_gregg @rionlyle @dcexaminer @ewarren @Stanford I feel like we (gulp - don’t call entitlement on me 😝) *deserve* to reap the gains of GDP as citizens and that this idea is a solution for the middle class, not the poor. I believe that @AndrewYang has the design thinking and insight necessary to implement it responsibly",False,"[56, 327]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207382456731197e+18,1220738245673119744,8.052862754398863e+17,805286275439886337,kimball_gregg,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kimball_gregg', 'name': 'Gregg Kimball', 'id': 805286275439886337, 'id_str': '805286275439886337', 'indices': [0, 14]}, {'screen_name': 'rionlyle', 'name': 'Rion Lyle 🖖🧢☂️', 'id': 22681489, 'id_str': '22681489', 'indices': [15, 24]}, {'screen_name': 'dcexaminer', 'name': 'Washington Examiner', 'id': 18956073, 'id_str': '18956073', 'indices': [25, 36]}, {'screen_name': 'ewarren', 'name': 'Elizabeth Warren', 'id': 357606935, 'id_str': '357606935', 'indices': [37, 45]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [46, 55]}, {'screen_name': 'AndrewYang', 'name': 'Andrew Yang🧢', 'id': 2228878592, 'id_str': '2228878592', 'indices': [242, 253]}]",[],en,recent,886004790,886004790,Lora Edwards 🧢,misslorabeth,"Oregon, USA","Mom, MBA student, Research Analyst for Oregon’s County Developmental Disabilities Programs #OGYangGang",https://t.co/DVYpwrEv5x,"[{'url': 'https://t.co/DVYpwrEv5x', 'expanded_url': 'https://instagram.com/missloraelizabeth?r=nametag', 'display_url': 'instagram.com/missloraelizab…', 'indices': [0, 23]}]",[],False,728,668,4,Wed Oct 17 03:56:14 +0000 2012,4525,,,False,False,1091,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_banners/886004790/1542305276,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Fri Jan 24 16:11:41 +0000 2020,1220740968061620227,1220740968061620227,@kimball_gregg @rionlyle @dcexaminer @ewarren @Stanford It might be a dole.... most things probably are. You could argue that football is a dole,False,"[56, 144]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207371204000686e+18,1220737120400068609,8.052862754398863e+17,805286275439886337,kimball_gregg,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kimball_gregg', 'name': 'Gregg Kimball', 'id': 805286275439886337, 'id_str': '805286275439886337', 'indices': [0, 14]}, {'screen_name': 'rionlyle', 'name': 'Rion Lyle 🖖🧢☂️', 'id': 22681489, 'id_str': '22681489', 'indices': [15, 24]}, {'screen_name': 'dcexaminer', 'name': 'Washington Examiner', 'id': 18956073, 'id_str': '18956073', 'indices': [25, 36]}, {'screen_name': 'ewarren', 'name': 'Elizabeth Warren', 'id': 357606935, 'id_str': '357606935', 'indices': [37, 45]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [46, 55]}]",[],en,recent,886004790,886004790,Lora Edwards 🧢,misslorabeth,"Oregon, USA","Mom, MBA student, Research Analyst for Oregon’s County Developmental Disabilities Programs #OGYangGang",https://t.co/DVYpwrEv5x,"[{'url': 'https://t.co/DVYpwrEv5x', 'expanded_url': 'https://instagram.com/missloraelizabeth?r=nametag', 'display_url': 'instagram.com/missloraelizab…', 'indices': [0, 23]}]",[],False,728,668,4,Wed Oct 17 03:56:14 +0000 2012,4525,,,False,False,1091,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_banners/886004790/1542305276,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Fri Jan 24 16:10:43 +0000 2020,1220740723298856962,1220740723298856962,@kimball_gregg @rionlyle @dcexaminer @ewarren @Stanford You have to be a citizen to opt in,False,"[56, 90]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207371204000686e+18,1220737120400068609,8.052862754398863e+17,805286275439886337,kimball_gregg,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kimball_gregg', 'name': 'Gregg Kimball', 'id': 805286275439886337, 'id_str': '805286275439886337', 'indices': [0, 14]}, {'screen_name': 'rionlyle', 'name': 'Rion Lyle 🖖🧢☂️', 'id': 22681489, 'id_str': '22681489', 'indices': [15, 24]}, {'screen_name': 'dcexaminer', 'name': 'Washington Examiner', 'id': 18956073, 'id_str': '18956073', 'indices': [25, 36]}, {'screen_name': 'ewarren', 'name': 'Elizabeth Warren', 'id': 357606935, 'id_str': '357606935', 'indices': [37, 45]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [46, 55]}]",[],en,recent,886004790,886004790,Lora Edwards 🧢,misslorabeth,"Oregon, USA","Mom, MBA student, Research Analyst for Oregon’s County Developmental Disabilities Programs #OGYangGang",https://t.co/DVYpwrEv5x,"[{'url': 'https://t.co/DVYpwrEv5x', 'expanded_url': 'https://instagram.com/missloraelizabeth?r=nametag', 'display_url': 'instagram.com/missloraelizab…', 'indices': [0, 23]}]",[],False,728,668,4,Wed Oct 17 03:56:14 +0000 2012,4525,,,False,False,1091,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_banners/886004790/1542305276,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Fri Jan 24 15:52:09 +0000 2020,1220736049745289216,1220736049745289216,"@kimball_gregg @rionlyle @dcexaminer @ewarren @Stanford Valid concern. The design of it is actually intended to stimulate productivity by enabling entrepreneurship and job mobility. The research points to increased productivity, not failed GDP. Think of it in terms of the success of micro-lending.",False,"[56, 298]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220729013120983e+18,1220729013120983042,8.052862754398863e+17,805286275439886337,kimball_gregg,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'kimball_gregg', 'name': 'Gregg Kimball', 'id': 805286275439886337, 'id_str': '805286275439886337', 'indices': [0, 14]}, {'screen_name': 'rionlyle', 'name': 'Rion Lyle 🖖🧢☂️', 'id': 22681489, 'id_str': '22681489', 'indices': [15, 24]}, {'screen_name': 'dcexaminer', 'name': 'Washington Examiner', 'id': 18956073, 'id_str': '18956073', 'indices': [25, 36]}, {'screen_name': 'ewarren', 'name': 'Elizabeth Warren', 'id': 357606935, 'id_str': '357606935', 'indices': [37, 45]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [46, 55]}]",[],en,recent,886004790,886004790,Lora Edwards 🧢,misslorabeth,"Oregon, USA","Mom, MBA student, Research Analyst for Oregon’s County Developmental Disabilities Programs #OGYangGang",https://t.co/DVYpwrEv5x,"[{'url': 'https://t.co/DVYpwrEv5x', 'expanded_url': 'https://instagram.com/missloraelizabeth?r=nametag', 'display_url': 'instagram.com/missloraelizab…', 'indices': [0, 23]}]",[],False,728,668,4,Wed Oct 17 03:56:14 +0000 2012,4525,,,False,False,1091,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_banners/886004790/1542305276,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Fri Jan 24 15:21:10 +0000 2020,1220728254417387521,1220728254417387521,"@kimball_gregg @rionlyle @dcexaminer @ewarren @Stanford We wouldn’t defund public assistance to pay for UBI because UBI is not welfare. It would organically cause more self-sufficiency, releasing some federal funds which could be reallocated to fund the UBI, but it wouldn’t be a discussion of stripping a program to pay for UBI",False,"[56, 328]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205992923871846e+18,1220599292387184640,8.052862754398863e+17,805286275439886337,kimball_gregg,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kimball_gregg', 'name': 'Gregg Kimball', 'id': 805286275439886337, 'id_str': '805286275439886337', 'indices': [0, 14]}, {'screen_name': 'rionlyle', 'name': 'Rion Lyle 🖖🧢☂️', 'id': 22681489, 'id_str': '22681489', 'indices': [15, 24]}, {'screen_name': 'dcexaminer', 'name': 'Washington Examiner', 'id': 18956073, 'id_str': '18956073', 'indices': [25, 36]}, {'screen_name': 'ewarren', 'name': 'Elizabeth Warren', 'id': 357606935, 'id_str': '357606935', 'indices': [37, 45]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [46, 55]}]",[],en,recent,886004790,886004790,Lora Edwards 🧢,misslorabeth,"Oregon, USA","Mom, MBA student, Research Analyst for Oregon’s County Developmental Disabilities Programs #OGYangGang",https://t.co/DVYpwrEv5x,"[{'url': 'https://t.co/DVYpwrEv5x', 'expanded_url': 'https://instagram.com/missloraelizabeth?r=nametag', 'display_url': 'instagram.com/missloraelizab…', 'indices': [0, 23]}]",[],False,728,668,4,Wed Oct 17 03:56:14 +0000 2012,4525,,,False,False,1091,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_banners/886004790/1542305276,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Fri Jan 24 15:15:28 +0000 2020,1220726819105714176,1220726819105714176,"@kimball_gregg @rionlyle @dcexaminer @ewarren @Stanford Hi 😊 I’m so glad you’re engaged in this conversation! So, ideally, UBI would be funded by additional revenue and by economic stimulation. Revenue from a VAT on AI that replaces human workers (self-driving trucks etc) and the stimulation from pumping $$ into local economies",False,"[56, 329]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205992923871846e+18,1220599292387184640,8.052862754398863e+17,805286275439886337,kimball_gregg,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'kimball_gregg', 'name': 'Gregg Kimball', 'id': 805286275439886337, 'id_str': '805286275439886337', 'indices': [0, 14]}, {'screen_name': 'rionlyle', 'name': 'Rion Lyle 🖖🧢☂️', 'id': 22681489, 'id_str': '22681489', 'indices': [15, 24]}, {'screen_name': 'dcexaminer', 'name': 'Washington Examiner', 'id': 18956073, 'id_str': '18956073', 'indices': [25, 36]}, {'screen_name': 'ewarren', 'name': 'Elizabeth Warren', 'id': 357606935, 'id_str': '357606935', 'indices': [37, 45]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [46, 55]}]",[],en,recent,886004790,886004790,Lora Edwards 🧢,misslorabeth,"Oregon, USA","Mom, MBA student, Research Analyst for Oregon’s County Developmental Disabilities Programs #OGYangGang",https://t.co/DVYpwrEv5x,"[{'url': 'https://t.co/DVYpwrEv5x', 'expanded_url': 'https://instagram.com/missloraelizabeth?r=nametag', 'display_url': 'instagram.com/missloraelizab…', 'indices': [0, 23]}]",[],False,728,668,4,Wed Oct 17 03:56:14 +0000 2012,4525,,,False,False,1091,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_images/1182782891815624704/FvCNJh2o_normal.jpg,https://pbs.twimg.com/profile_banners/886004790/1542305276,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Fri Jan 24 01:33:19 +0000 2020,1220519917952200704,1220519917952200704,"@cdariusg @Stanford Yes, and the Black Studies Collective (our grad student group) is hosting a workshop with him for grad students tomorrow morning!",False,"[20, 149]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205056092057723e+18,1220505609205772290,1411963183.0,1411963183,cdariusg,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'cdariusg', 'name': 'darius', 'id': 1411963183, 'id_str': '1411963183', 'indices': [0, 9]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [10, 19]}]",[],en,recent,67046307,67046307,Christina’s Gone,HenryWashJr,"Aliceville, AL ➡️ The Bay","PhD Candidate. Black Study. Gospel music stan, ham hock enthusiast.",https://t.co/wUB7j1tsks,"[{'url': 'https://t.co/wUB7j1tsks', 'expanded_url': 'https://mtl.stanford.edu/people/henry-washington-jr', 'display_url': 'mtl.stanford.edu/people/henry-w…', 'indices': [0, 23]}]",[],False,1975,1026,26,Wed Aug 19 16:36:06 +0000 2009,48735,,,True,False,20523,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1171657075929354240/qh8CCmn1_normal.jpg,https://pbs.twimg.com/profile_images/1171657075929354240/qh8CCmn1_normal.jpg,https://pbs.twimg.com/profile_banners/67046307/1508477560,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Fri Jan 24 00:36:27 +0000 2020,1220505609205772290,1220505609205772290,@HenryWashJr @Stanford Is he giving a talk?,False,"[23, 43]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220502519618556e+18,1220502519618555905,67046307.0,67046307,HenryWashJr,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'HenryWashJr', 'name': 'Christina’s Gone', 'id': 67046307, 'id_str': '67046307', 'indices': [0, 12]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [13, 22]}]",[],en,recent,1411963183,1411963183,darius,cdariusg,,phd student studying Black educational thought/activism in brazil and u.s. abolitionist. undisciplined. they/them,,,[],False,331,1006,1,Wed May 08 04:45:41 +0000 2013,7498,,,False,False,762,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1212423062508974086/tbLbXyWK_normal.jpg,https://pbs.twimg.com/profile_images/1212423062508974086/tbLbXyWK_normal.jpg,https://pbs.twimg.com/profile_banners/1411963183/1560617322,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
