,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
183,Thu Jan 23 00:02:29 +0000 2020,1220134671654191107,1220134671654191107,@ChiefBoyes @OISEUofT @UofT Congrats to you and good luck!,False,"[28, 58]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200488520504975e+18,1220048852050497536,859977774.0,859977774,ChiefBoyes,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ChiefBoyes', 'name': 'Bill Boyes', 'id': 859977774, 'id_str': '859977774', 'indices': [0, 11]}, {'screen_name': 'OISEUofT', 'name': 'OISEUofT', 'id': 120129298, 'id_str': '120129298', 'indices': [12, 21]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [22, 27]}]",[],en,recent,717880418406629376,717880418406629376,Andrea Magaña,AndreaMaganaPR,,event planner | comms pro | UoGH alumni | views are my own.,https://t.co/VOXcKwOOIC,[],False,181,234,5,Thu Apr 07 01:03:24 +0000 2016,2051,,,False,False,793,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218692242346512384/Z_KjXMrB_normal.jpg,https://pbs.twimg.com/profile_images/1218692242346512384/Z_KjXMrB_normal.jpg,https://pbs.twimg.com/profile_banners/717880418406629376/1549502164,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/VOXcKwOOIC', 'expanded_url': 'https://www.linkedin.com/in/andrea-magana-7b2316107', 'display_url': 'linkedin.com/in/andrea-maga…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
199,Wed Jan 22 22:00:35 +0000 2020,1220103994795798530,1220103994795798530,The fact that @UofT charges $15 to print a transcript OR send an e-transcript is so ridiculous. I’ve spent over $60 on transcripts within the last week. I miss @McMasterU’s free transcript services 😢,False,"[0, 199]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,26,False,False,en,[],[],"[{'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [14, 19]}, {'screen_name': 'McMasterU', 'name': 'McMaster University', 'id': 57709461, 'id_str': '57709461', 'indices': [160, 170]}]",[],en,recent,3730638988,3730638988,Ryan D,rydesh,Treaty 13,JD student @UTLaw | Beyoncé's 4th child | Always trying to do better | he/him 🏳️‍🌈,,[],False,490,404,10,Mon Sep 21 17:58:53 +0000 2015,13473,,,True,False,2855,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1198027782657318915/z65hnas5_normal.jpg,https://pbs.twimg.com/profile_images/1198027782657318915/z65hnas5_normal.jpg,https://pbs.twimg.com/profile_banners/3730638988/1565967855,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Wed Jan 22 20:30:08 +0000 2020,1220081231326580737,1220081231326580737,@UofT @UofTArtSci Our workshop for grad students is FULL! Thanks for helping us get the word out.,False,"[18, 97]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2182012040371692e+18,1218201204037169153,482285815.0,482285815,JHIevents,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [0, 5]}, {'screen_name': 'UofTArtSci', 'name': 'U of T Arts & Science', 'id': 21775925, 'id_str': '21775925', 'indices': [6, 17]}]",[],en,recent,482285815,482285815,Jackman Humanities,JHIevents,Toronto,"Interdisciplinary Humanities Institute at the University of Toronto | 2019-20 Theme: ""Strange Weather"" #StrangeWeather",http://t.co/Lb3FDS5CzG,[],False,1001,827,38,Fri Feb 03 18:47:33 +0000 2012,536,,,False,False,2906,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1047602012009852928/v6rN7UFy_normal.jpg,https://pbs.twimg.com/profile_images/1047602012009852928/v6rN7UFy_normal.jpg,https://pbs.twimg.com/profile_banners/482285815/1507925702,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/Lb3FDS5CzG', 'expanded_url': 'http://www.humanities.utoronto.ca', 'display_url': 'humanities.utoronto.ca', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,
211,Wed Jan 22 20:25:56 +0000 2020,1220080175423074304,1220080175423074304,RT @dilipsoman: Today is @UofT_BEAR information session for @rotmanschool students looking for a summer internship with us! We're looking f…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'dilipsoman', 'name': 'Dilip Soman 🇨🇦', 'id': 163858750, 'id_str': '163858750', 'indices': [3, 14]}, {'screen_name': 'UofT_BEAR', 'name': 'BEAR UofT', 'id': 3719416635, 'id_str': '3719416635', 'indices': [25, 35]}, {'screen_name': 'rotmanschool', 'name': 'Rotman School', 'id': 19778187, 'id_str': '19778187', 'indices': [60, 73]}]",[],en,recent,3719416635,3719416635,BEAR UofT,UofT_BEAR,"Toronto, Ontario",Behavioral Economics in Action at @Rotmanschool @UofT applying behavioural insights to policy and (non)profits @DilipSoman,https://t.co/YVmPGwqOJh,[],False,4252,129,91,Sun Sep 20 16:44:40 +0000 2015,1874,,,True,False,2036,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1108157723818885120/skvUaZni_normal.png,https://pbs.twimg.com/profile_images/1108157723818885120/skvUaZni_normal.png,https://pbs.twimg.com/profile_banners/3719416635/1553039051,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,Wed Jan 22 20:09:29 +0000 2020,1.2200760361735004e+18,1220076036173500418,Today is @UofT_BEAR information session for @rotmanschool students looking for a summer internship with us! We're looking forward to meeting the next generation of folks who will drive BehInsights in organizations! @RotmanCareers @UofT,False,"[0, 235]",[],[],"[{'screen_name': 'UofT_BEAR', 'name': 'BEAR UofT', 'id': 3719416635, 'id_str': '3719416635', 'indices': [9, 19]}, {'screen_name': 'rotmanschool', 'name': 'Rotman School', 'id': 19778187, 'id_str': '19778187', 'indices': [44, 57]}, {'screen_name': 'RotmanCareers', 'name': 'Rotman Career Centre', 'id': 53467741, 'id_str': '53467741', 'indices': [215, 229]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [230, 235]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,163858750.0,163858750,Dilip Soman 🇨🇦,dilipsoman,"Toronto, Ontario",Writer. Teacher. Researcher. Thinker. Photographer. Multi-tasker. Behavioural Economist. Optimist. Anecdotist. Experimentalist. Constructivist. Empiricist.,https://t.co/mBw8l6vpjc,[],False,7951.0,565.0,367.0,Wed Jul 07 13:17:01 +0000 2010,16611.0,,,False,True,29474.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1064718222/dilip-2008-sk1_normal.jpg,https://pbs.twimg.com/profile_images/1064718222/dilip-2008-sk1_normal.jpg,https://pbs.twimg.com/profile_banners/163858750/1473868855,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,2.0,8.0,False,False,en,"[{'url': 'https://t.co/YVmPGwqOJh', 'expanded_url': 'http://rotman.utoronto.ca/bear', 'display_url': 'rotman.utoronto.ca/bear', 'indices': [0, 23]}]",,,,,,,,,,,"[{'url': 'https://t.co/mBw8l6vpjc', 'expanded_url': 'http://www.rotman.utoronto.ca/FacultyAndResearch/Faculty/FacultyBios/Soman.aspx', 'display_url': 'rotman.utoronto.ca/FacultyAndRese…', 'indices': [0, 23]}]",,,,,,,,,,
217,Wed Jan 22 19:48:47 +0000 2020,1220070826772500482,1220070826772500482,@MemoonaRasheed2 @UofT @uoftalumni @gilmour_wendy Camh ?,False,"[50, 56]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220051432780505e+18,1220051432780505090,2574903373.0,2574903373,MemoonaRasheed2,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MemoonaRasheed2', 'name': 'Mona khan', 'id': 2574903373, 'id_str': '2574903373', 'indices': [0, 16]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [17, 22]}, {'screen_name': 'uoftalumni', 'name': 'U of T Alumni', 'id': 23604654, 'id_str': '23604654', 'indices': [23, 34]}, {'screen_name': 'gilmour_wendy', 'name': 'Wendy  Gilmour', 'id': 4114851725, 'id_str': '4114851725', 'indices': [35, 49]}]",[],en,recent,988432574073786368,988432574073786368,Shahid Hassan Warraich,shahidhassanwar,Lahore | Toronto,"Social entrepreneur. #SHWtalks

heading #UofTalumni Pakistan.
 

Real Estate #passion !!!
#father of 2 girls.",,[],False,3949,359,0,Mon Apr 23 15:01:04 +0000 2018,4478,,,True,False,5626,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1188173548080324609/LX6taZML_normal.jpg,https://pbs.twimg.com/profile_images/1188173548080324609/LX6taZML_normal.jpg,https://pbs.twimg.com/profile_banners/988432574073786368/1577552317,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003d5766281b4194,https://api.twitter.com/1.1/geo/id/003d5766281b4194.json,city,Lahore,"Lahore, Pakistan",PK,Pakistan,[],Polygon,"[[[74.267586, 31.451222], [74.449387, 31.451222], [74.449387, 31.612417], [74.267586, 31.612417]]]",,,,,,,,,,,
221,Wed Jan 22 19:03:14 +0000 2020,1220059361797648387,1220059361797648387,"RT @TGrantcharovMD: @drchethansathya @NorthwellHealth @CNN @UofT We are looking forward to working with you again, Chethan! @SurgSafetyNtwk…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,4,0,False,False,en,[],[],"[{'screen_name': 'TGrantcharovMD', 'name': 'Teodor Grantcharov', 'id': 602208687, 'id_str': '602208687', 'indices': [3, 18]}, {'screen_name': 'drchethansathya', 'name': 'Dr. Chethan Sathya', 'id': 71420057, 'id_str': '71420057', 'indices': [20, 36]}, {'screen_name': 'NorthwellHealth', 'name': 'Northwell Health', 'id': 29787193, 'id_str': '29787193', 'indices': [37, 53]}, {'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [54, 58]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [59, 64]}, {'screen_name': 'SurgSafetyNtwk', 'name': 'Surgical Safety Network', 'id': 808387524670484480, 'id_str': '808387524670484480', 'indices': [124, 139]}]",[],en,recent,4438657401,4438657401,Frank Rudzicz @ SPOClab,SPOClab,,"Machine learning in Healthcare. Speech+NLP. Surgical Safety Technologies. University of Toronto, Vector Institute. St Michael's Hospital. Frank Rudzicz's lab.",https://t.co/aSJW83KNl6,[],False,625,197,18,Thu Dec 10 15:16:15 +0000 2015,217,,,False,False,366,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/929098011745161217/7EaKbZub_normal.jpg,https://pbs.twimg.com/profile_images/929098011745161217/7EaKbZub_normal.jpg,https://pbs.twimg.com/profile_banners/4438657401/1510349451,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Wed Jan 22 15:45:16 +0000 2020,1.2200095416198554e+18,1220009541619855361,"@drchethansathya @NorthwellHealth @CNN @UofT We are looking forward to working with you again, Chethan! @SurgSafetyNtwk #ORBlackBox #surgicalsafety",False,"[45, 147]","[{'text': 'ORBlackBox', 'indices': [120, 131]}, {'text': 'surgicalsafety', 'indices': [132, 147]}]",[],"[{'screen_name': 'drchethansathya', 'name': 'Dr. Chethan Sathya', 'id': 71420057, 'id_str': '71420057', 'indices': [0, 16]}, {'screen_name': 'NorthwellHealth', 'name': 'Northwell Health', 'id': 29787193, 'id_str': '29787193', 'indices': [17, 33]}, {'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [34, 38]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [39, 44]}, {'screen_name': 'SurgSafetyNtwk', 'name': 'Surgical Safety Network', 'id': 808387524670484480, 'id_str': '808387524670484480', 'indices': [104, 119]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2199886106713702e+18,1219988610671370241,71420057.0,71420057,drchethansathya,602208687.0,602208687,Teodor Grantcharov,TGrantcharovMD,Toronto,"Professor of Surgery University of Toronto, Kennan Chair in Surgery @unityhealthTO, #ORblackbox #surgicalsafety",,[],False,1655.0,359.0,46.0,Thu Jun 07 19:18:08 +0000 2012,2699.0,,,True,False,1267.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109870011449929728/O3dUnueG_normal.jpg,https://pbs.twimg.com/profile_images/1109870011449929728/O3dUnueG_normal.jpg,https://pbs.twimg.com/profile_banners/602208687/1501920607,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,4.0,6.0,False,False,en,"[{'url': 'https://t.co/aSJW83KNl6', 'expanded_url': 'http://www.cs.toronto.edu/~frank', 'display_url': 'cs.toronto.edu/~frank', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
226,Wed Jan 22 17:57:15 +0000 2020,1220042757571518464,1220042757571518464,@JanilleNG @UofT Thank you for sharing this with us! We love seeing what our alumni and their families are up to. 💙,False,"[17, 115]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200410427513446e+18,1220041042751344641,1317336324.0,1317336324,JanilleNG,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'JanilleNG', 'name': 'Janille N G', 'id': 1317336324, 'id_str': '1317336324', 'indices': [0, 10]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [11, 16]}]",[],en,recent,23604654,23604654,U of T Alumni,uoftalumni,Toronto,"The official Twitter account for University of Toronto alumni connecting 500k+ grads living in more than 190 countries to news, events and more. #uoftalumni",https://t.co/l1UTEbRT7h,[],False,4086,1135,57,Tue Mar 10 15:27:10 +0000 2009,7717,,,True,False,8035,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/639552061240164353/av1o-T5-_normal.jpg,https://pbs.twimg.com/profile_images/639552061240164353/av1o-T5-_normal.jpg,https://pbs.twimg.com/profile_banners/23604654/1575576451,25355A,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/l1UTEbRT7h', 'expanded_url': 'http://alumni.utoronto.ca', 'display_url': 'alumni.utoronto.ca', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
227,Wed Jan 22 17:50:26 +0000 2020,1220041042751344641,1220041042751344641,@uoftalumni @UofT Aww haha thank you! ☺️ Absolutely you can re-post it...I’d be overjoyed if you did!,False,"[18, 101]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.22004039585545e+18,1220040395855450113,23604654.0,23604654,uoftalumni,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'uoftalumni', 'name': 'U of T Alumni', 'id': 23604654, 'id_str': '23604654', 'indices': [0, 11]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [12, 17]}]",[],en,recent,1317336324,1317336324,Janille N G,JanilleNG,"Toronto, Canada","“To world enough and time.” ❥ wife, mum and hopeless romantic • graduate in English and French from the University of Toronto",https://t.co/VOiejsXh0Q,[],False,135,548,16,Sat Mar 30 23:22:33 +0000 2013,2267,,,True,False,4383,,False,False,False,000000,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1218414219378511873/UMRlh7HU_normal.jpg,https://pbs.twimg.com/profile_images/1218414219378511873/UMRlh7HU_normal.jpg,https://pbs.twimg.com/profile_banners/1317336324/1579387987,94D487,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/VOiejsXh0Q', 'expanded_url': 'http://worldofmygreenheart.wordpress.com', 'display_url': 'worldofmygreenheart.wordpress.com', 'indices': [0, 23]}]",3797791ff9c0e4c6,https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json,city,Toronto,"Toronto, Ontario",CA,Canada,[],Polygon,"[[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]]",,,,,,,,,,,
228,Wed Jan 22 17:47:52 +0000 2020,1220040395855450113,1220040395855450113,@JanilleNG @UofT Is he majoring in being adorable? Because his GPA is a 4.0! 😍 Could we re-post this photo on our accounts? We will credit you of course!,False,"[17, 153]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200130288438927e+18,1220013028843892737,1317336324.0,1317336324,JanilleNG,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'JanilleNG', 'name': 'Janille N G', 'id': 1317336324, 'id_str': '1317336324', 'indices': [0, 10]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [11, 16]}]",[],en,recent,23604654,23604654,U of T Alumni,uoftalumni,Toronto,"The official Twitter account for University of Toronto alumni connecting 500k+ grads living in more than 190 countries to news, events and more. #uoftalumni",https://t.co/l1UTEbRT7h,[],False,4086,1135,57,Tue Mar 10 15:27:10 +0000 2009,7717,,,True,False,8035,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/639552061240164353/av1o-T5-_normal.jpg,https://pbs.twimg.com/profile_images/639552061240164353/av1o-T5-_normal.jpg,https://pbs.twimg.com/profile_banners/23604654/1575576451,25355A,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/l1UTEbRT7h', 'expanded_url': 'http://alumni.utoronto.ca', 'display_url': 'alumni.utoronto.ca', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
233,Wed Jan 22 15:47:15 +0000 2020,1220010041488613376,1220010041488613376,"RT @TGrantcharovMD: @drchethansathya @NorthwellHealth @CNN @UofT We are looking forward to working with you again, Chethan! @SurgSafetyNtwk…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,4,0,False,False,en,[],[],"[{'screen_name': 'TGrantcharovMD', 'name': 'Teodor Grantcharov', 'id': 602208687, 'id_str': '602208687', 'indices': [3, 18]}, {'screen_name': 'drchethansathya', 'name': 'Dr. Chethan Sathya', 'id': 71420057, 'id_str': '71420057', 'indices': [20, 36]}, {'screen_name': 'NorthwellHealth', 'name': 'Northwell Health', 'id': 29787193, 'id_str': '29787193', 'indices': [37, 53]}, {'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [54, 58]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [59, 64]}, {'screen_name': 'SurgSafetyNtwk', 'name': 'Surgical Safety Network', 'id': 808387524670484480, 'id_str': '808387524670484480', 'indices': [124, 139]}]",[],en,recent,1055564983713419265,1055564983713419265,International Centre for Surgical Safety,icss_smh,"Toronto, Ontario",We bring together multidisciplinary research teams in an effort to improve patient safety,https://t.co/KXKzTMUths,[],False,232,168,0,Thu Oct 25 21:01:18 +0000 2018,423,,,False,False,222,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1062417093352677377/dSw2WFUg_normal.jpg,https://pbs.twimg.com/profile_images/1062417093352677377/dSw2WFUg_normal.jpg,https://pbs.twimg.com/profile_banners/1055564983713419265/1542143508,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Wed Jan 22 15:45:16 +0000 2020,1.2200095416198554e+18,1220009541619855361,"@drchethansathya @NorthwellHealth @CNN @UofT We are looking forward to working with you again, Chethan! @SurgSafetyNtwk #ORBlackBox #surgicalsafety",False,"[45, 147]","[{'text': 'ORBlackBox', 'indices': [120, 131]}, {'text': 'surgicalsafety', 'indices': [132, 147]}]",[],"[{'screen_name': 'drchethansathya', 'name': 'Dr. Chethan Sathya', 'id': 71420057, 'id_str': '71420057', 'indices': [0, 16]}, {'screen_name': 'NorthwellHealth', 'name': 'Northwell Health', 'id': 29787193, 'id_str': '29787193', 'indices': [17, 33]}, {'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [34, 38]}, {'screen_name': 'UofT', 'name': 'University of Toronto', 'id': 821814254, 'id_str': '821814254', 'indices': [39, 44]}, {'screen_name': 'SurgSafetyNtwk', 'name': 'Surgical Safety Network', 'id': 808387524670484480, 'id_str': '808387524670484480', 'indices': [104, 119]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2199886106713702e+18,1219988610671370241,71420057.0,71420057,drchethansathya,602208687.0,602208687,Teodor Grantcharov,TGrantcharovMD,Toronto,"Professor of Surgery University of Toronto, Kennan Chair in Surgery @unityhealthTO, #ORblackbox #surgicalsafety",,[],False,1655.0,359.0,46.0,Thu Jun 07 19:18:08 +0000 2012,2699.0,,,True,False,1267.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109870011449929728/O3dUnueG_normal.jpg,https://pbs.twimg.com/profile_images/1109870011449929728/O3dUnueG_normal.jpg,https://pbs.twimg.com/profile_banners/602208687/1501920607,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,4.0,6.0,False,False,en,"[{'url': 'https://t.co/KXKzTMUths', 'expanded_url': 'http://www.smhicss.com', 'display_url': 'smhicss.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
