,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.profile_banner_url,user.entities.url.urls,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
24,Thu Jan 23 21:12:20 +0000 2020,1220454242374377472,1220454242374377472,@Denis_from_MD @KU_Leuven @UNA_Europa @JagiellonskiUni @helsinkiuni @SorbonneParis1 @FU_Berlin @unicomplutense We aim at BA while College offers postgraduate degrees ;-),False,"[111, 169]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220441541820539e+18,1220441541820538884,1.1338321207434117e+18,1133832120743411719,Denis_from_MD,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Denis_from_MD', 'name': 'Denis Ivanov', 'id': 1133832120743411719, 'id_str': '1133832120743411719', 'indices': [0, 14]}, {'screen_name': 'KU_Leuven', 'name': 'KU Leuven', 'id': 130828533, 'id_str': '130828533', 'indices': [15, 25]}, {'screen_name': 'UNA_Europa', 'name': 'UNA_Europa', 'id': 1013383675462012928, 'id_str': '1013383675462012928', 'indices': [26, 37]}, {'screen_name': 'JagiellonskiUni', 'name': 'Jagielloński UJ', 'id': 2238275479, 'id_str': '2238275479', 'indices': [38, 54]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [55, 67]}, {'screen_name': 'SorbonneParis1', 'name': 'Université Paris 1', 'id': 115711568, 'id_str': '115711568', 'indices': [68, 83]}, {'screen_name': 'FU_Berlin', 'name': 'Freie Universität', 'id': 2152668890, 'id_str': '2152668890', 'indices': [84, 94]}, {'screen_name': 'unicomplutense', 'name': 'Complutense', 'id': 85343435, 'id_str': '85343435', 'indices': [95, 110]}]",[],en,recent,754068985264611328,754068985264611328,Natasza Styczyńska,nat_styczynska,,"political scientist working on #Euroscepticism & EU/CEE politics
@EU3Dh2020 & @popeurope.
Hooked on the #Balkans, old maps and travels off the beaten track.",,[],False,315,955,4,Fri Jul 15 21:43:51 +0000 2016,905,,,False,False,447,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/941290577408249857/I5e6u4UP_normal.jpg,https://pbs.twimg.com/profile_images/941290577408249857/I5e6u4UP_normal.jpg,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/754068985264611328/1513256598,,,,,,,,,,,,,,,
25,Thu Jan 23 20:21:52 +0000 2020,1220441541820538884,1220441541820538884,@nat_styczynska @KU_Leuven @UNA_Europa @JagiellonskiUni @helsinkiuni @SorbonneParis1 @FU_Berlin @unicomplutense An alternative to the College of Europe? :),False,"[112, 155]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220299715411153e+18,1220299715411152896,7.540689852646113e+17,754068985264611328,nat_styczynska,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'nat_styczynska', 'name': 'Natasza Styczyńska', 'id': 754068985264611328, 'id_str': '754068985264611328', 'indices': [0, 15]}, {'screen_name': 'KU_Leuven', 'name': 'KU Leuven', 'id': 130828533, 'id_str': '130828533', 'indices': [16, 26]}, {'screen_name': 'UNA_Europa', 'name': 'UNA_Europa', 'id': 1013383675462012928, 'id_str': '1013383675462012928', 'indices': [27, 38]}, {'screen_name': 'JagiellonskiUni', 'name': 'Jagielloński UJ', 'id': 2238275479, 'id_str': '2238275479', 'indices': [39, 55]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [56, 68]}, {'screen_name': 'SorbonneParis1', 'name': 'Université Paris 1', 'id': 115711568, 'id_str': '115711568', 'indices': [69, 84]}, {'screen_name': 'FU_Berlin', 'name': 'Freie Universität', 'id': 2152668890, 'id_str': '2152668890', 'indices': [85, 95]}, {'screen_name': 'unicomplutense', 'name': 'Complutense', 'id': 85343435, 'id_str': '85343435', 'indices': [96, 111]}]",[],en,recent,1133832120743411719,1133832120743411719,Denis Ivanov,Denis_from_MD,Budapest,PhD Student/Early Stage Researcher CorvinusUni @UCLSSEES #FATIGUE @popeurope Researching economic inequality and the rise of populism in Central Eastern Europe,https://t.co/YQ1ekuIIrm,[],False,54,126,0,Wed May 29 20:26:57 +0000 2019,82,,,False,False,21,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1133942192853213187/sQckndp__normal.jpg,https://pbs.twimg.com/profile_images/1133942192853213187/sQckndp__normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/YQ1ekuIIrm', 'expanded_url': 'https://populism-europe.com/', 'display_url': 'populism-europe.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,
27,Thu Jan 23 17:34:22 +0000 2020,1220399385219076096,1220399385219076096,@teemu_roos @FCAI_fi @helsinkiuni @AaltoUniversity @VTTFinland Cool... Now I do not feel like a slacker... I have a work-life balance :D,False,"[63, 136]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199519391542723e+18,1219951939154272256,7.755888201757819e+17,775588820175781888,teemu_roos,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [0, 11]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [12, 20]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [21, 33]}, {'screen_name': 'AaltoUniversity', 'name': 'Aalto University', 'id': 90345811, 'id_str': '90345811', 'indices': [34, 50]}, {'screen_name': 'VTTFinland', 'name': 'VTT', 'id': 66325641, 'id_str': '66325641', 'indices': [51, 62]}]",[],en,recent,3136979926,3136979926,Machine Moralities,MachineMorality,"Helsinki, Finland","We study moral psychology of robotics and AI. Currently associated with University of Helsinki, Faculty of Arts, Dept. of Digital Humanities (CogSci unit)",https://t.co/gJOILKHVV1,[],False,480,245,18,Sun Apr 05 13:40:10 +0000 2015,2393,,,False,False,4692,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/922168230940160000/vMgfMNkf_normal.jpg,https://pbs.twimg.com/profile_images/922168230940160000/vMgfMNkf_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3136979926/1428347100,"[{'url': 'https://t.co/gJOILKHVV1', 'expanded_url': 'http://www.moim.fi', 'display_url': 'moim.fi', 'indices': [0, 23]}]",,,,,,,,,,,,,,
28,Thu Jan 23 16:29:42 +0000 2020,1220383113236439041,1220383113236439041,@teemu_roos @classcentral @helsinkiuni @ReaktorNow @moocfi @FCAI_fi This is amazing news! : ) Thanks so much!,False,"[68, 109]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203821506771886e+18,1220382150677188609,7.755888201757819e+17,775588820175781888,teemu_roos,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [0, 11]}, {'screen_name': 'classcentral', 'name': 'Class Central', 'id': 428802983, 'id_str': '428802983', 'indices': [12, 25]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [26, 38]}, {'screen_name': 'ReaktorNow', 'name': 'Reaktor', 'id': 280949688, 'id_str': '280949688', 'indices': [39, 50]}, {'screen_name': 'moocfi', 'name': 'mooc.fi', 'id': 407765954, 'id_str': '407765954', 'indices': [51, 58]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [59, 67]}]",[],en,recent,2919723412,2919723412,CharlotteS. EU❤UK,TweetinChar,www,Int'l PLN: Edu+Learning+E|CogSci|DataSci|Culture|MOOCs|Edtech|LXD|LearningDesign+Sciences|LA|AR|MR|AI|Ecol|Anthropogeny|Autism|RTs/Ts=own op/contrasting,,[],False,10577,9927,1105,Sat Dec 13 14:23:53 +0000 2014,135003,,,False,False,73461,,False,False,True,F5F5F5,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1173285011598036992/OE5VxNkH_normal.jpg,https://pbs.twimg.com/profile_images/1173285011598036992/OE5VxNkH_normal.jpg,3333FF,DBE9ED,E6F6F9,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/2919723412/1568567877,,,,,,,,,,,,,,,
29,Thu Jan 23 16:25:52 +0000 2020,1220382150677188609,1220382150677188609,"@TweetinChar @classcentral @helsinkiuni @ReaktorNow @moocfi @FCAI_fi Yes, there are: 12118 🚀",False,"[69, 92]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203759993612739e+18,1220375999361273858,2919723412.0,2919723412,TweetinChar,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'TweetinChar', 'name': 'CharlotteS. EU❤UK', 'id': 2919723412, 'id_str': '2919723412', 'indices': [0, 12]}, {'screen_name': 'classcentral', 'name': 'Class Central', 'id': 428802983, 'id_str': '428802983', 'indices': [13, 26]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [27, 39]}, {'screen_name': 'ReaktorNow', 'name': 'Reaktor', 'id': 280949688, 'id_str': '280949688', 'indices': [40, 51]}, {'screen_name': 'moocfi', 'name': 'mooc.fi', 'id': 407765954, 'id_str': '407765954', 'indices': [52, 59]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [60, 68]}]",[],en,recent,775588820175781888,775588820175781888,Teemu Roos,teemu_roos,"Helsinki, Finland",Your friendly neighborhood #AI Professor @helsinkiuni 🌍 Lead Instructor #ElementsofAI 👨‍💻 @UnivHelsinkiCS @FCAI_fi #machinelearning #diversity #tekoäly,https://t.co/ycvYxAMNUg,[],False,4753,1618,65,Tue Sep 13 06:55:59 +0000 2016,23075,,,True,False,4108,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1202472081788567552/BM2_SRLL_normal.jpg,https://pbs.twimg.com/profile_images/1202472081788567552/BM2_SRLL_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/775588820175781888/1575525873,"[{'url': 'https://t.co/ycvYxAMNUg', 'expanded_url': 'https://researchportal.helsinki.fi/en/persons/teemu-roos', 'display_url': 'researchportal.helsinki.fi/en/persons/tee…', 'indices': [0, 23]}]",,,,,,,,,,,,,,
30,Thu Jan 23 16:25:32 +0000 2020,1220382064496848898,1220382064496848898,@ReetToi @HELSINKISUS @HYhumtdk @helsinkiuni @HorizonEurope Important work!,False,"[60, 75]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203389386462904e+18,1220338938646290433,2512314950.0,2512314950,ReetToi,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ReetToi', 'name': 'Reetta Toivanen', 'id': 2512314950, 'id_str': '2512314950', 'indices': [0, 8]}, {'screen_name': 'HELSINKISUS', 'name': 'HELSUS', 'id': 860417676404981760, 'id_str': '860417676404981760', 'indices': [9, 21]}, {'screen_name': 'HYhumtdk', 'name': 'Humanistinen tiedekunta, Helsingin yliopisto', 'id': 2412288721, 'id_str': '2412288721', 'indices': [22, 31]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [32, 44]}, {'screen_name': 'HorizonEurope', 'name': 'Horizon Europe', 'id': 800324960, 'id_str': '800324960', 'indices': [45, 59]}]",[],en,recent,4193254335,4193254335,Jari Niemelä,niemela_jari,"Helsinki, Finland",Rehtori/Rektor/Rector/President @HelsinkiUni #wearehelsinkiuni . Professor (urban ecology). Chair of @WWFSuomi,https://t.co/Y6vJjaUdAd,[],False,5146,3948,18,Sun Nov 15 10:46:05 +0000 2015,14478,,,False,False,9584,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1045180689103179776/nu9JzFmH_normal.jpg,https://pbs.twimg.com/profile_images/1045180689103179776/nu9JzFmH_normal.jpg,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/4193254335/1533108997,"[{'url': 'https://t.co/Y6vJjaUdAd', 'expanded_url': 'https://www.helsinki.fi/en/university/strategy-and-management/university-management', 'display_url': 'helsinki.fi/en/university/…', 'indices': [0, 23]}]",,,,,,,,,,,,,,
31,Thu Jan 23 16:01:26 +0000 2020,1220375999361273858,1220375999361273858,"@teemu_roos @classcentral @helsinkiuni @ReaktorNow @moocfi @FCAI_fi Btw Teemu, Just checking, in case I missed a miraculous cultural shift.. Are there many Germans enrolled?",False,"[68, 173]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203753664492216e+18,1220375366449221632,2919723412.0,2919723412,TweetinChar,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [0, 11]}, {'screen_name': 'classcentral', 'name': 'Class Central', 'id': 428802983, 'id_str': '428802983', 'indices': [12, 25]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [26, 38]}, {'screen_name': 'ReaktorNow', 'name': 'Reaktor', 'id': 280949688, 'id_str': '280949688', 'indices': [39, 50]}, {'screen_name': 'moocfi', 'name': 'mooc.fi', 'id': 407765954, 'id_str': '407765954', 'indices': [51, 58]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [59, 67]}]",[],en,recent,2919723412,2919723412,CharlotteS. EU❤UK,TweetinChar,www,Int'l PLN: Edu+Learning+E|CogSci|DataSci|Culture|MOOCs|Edtech|LXD|LearningDesign+Sciences|LA|AR|MR|AI|Ecol|Anthropogeny|Autism|RTs/Ts=own op/contrasting,,[],False,10577,9927,1105,Sat Dec 13 14:23:53 +0000 2014,135003,,,False,False,73461,,False,False,True,F5F5F5,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1173285011598036992/OE5VxNkH_normal.jpg,https://pbs.twimg.com/profile_images/1173285011598036992/OE5VxNkH_normal.jpg,3333FF,DBE9ED,E6F6F9,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/2919723412/1568567877,,,,,,,,,,,,,,,
32,Thu Jan 23 15:58:55 +0000 2020,1220375366449221632,1220375366449221632,"@teemu_roos @classcentral @helsinkiuni @ReaktorNow @moocfi @FCAI_fi !!-- A reminder: Not new still new in GER. 
The world is moving fast : )",False,"[68, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.131566472017453e+18,1131566472017453056,7.755888201757819e+17,775588820175781888,teemu_roos,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [0, 11]}, {'screen_name': 'classcentral', 'name': 'Class Central', 'id': 428802983, 'id_str': '428802983', 'indices': [12, 25]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [26, 38]}, {'screen_name': 'ReaktorNow', 'name': 'Reaktor', 'id': 280949688, 'id_str': '280949688', 'indices': [39, 50]}, {'screen_name': 'moocfi', 'name': 'mooc.fi', 'id': 407765954, 'id_str': '407765954', 'indices': [51, 58]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [59, 67]}]",[],en,recent,2919723412,2919723412,CharlotteS. EU❤UK,TweetinChar,www,Int'l PLN: Edu+Learning+E|CogSci|DataSci|Culture|MOOCs|Edtech|LXD|LearningDesign+Sciences|LA|AR|MR|AI|Ecol|Anthropogeny|Autism|RTs/Ts=own op/contrasting,,[],False,10577,9927,1105,Sat Dec 13 14:23:53 +0000 2014,135003,,,False,False,73461,,False,False,True,F5F5F5,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1173285011598036992/OE5VxNkH_normal.jpg,https://pbs.twimg.com/profile_images/1173285011598036992/OE5VxNkH_normal.jpg,3333FF,DBE9ED,E6F6F9,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/2919723412/1568567877,,,,,,,,,,,,,,,
40,Thu Jan 23 11:10:20 +0000 2020,1220302742884884480,1220302742884884480,"@Devourlick @teemu_roos @helsinkiuni @FCAI_fi @AaltoUniversity @VTTFinland Sir, I feel your pain! I hate to drive and I'm brazilian!!! So I know what's the feeling of get stuck in traffic (that is my description of hell). Even a bad pub transp system is better than none!!!",False,"[75, 273]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2203010577142456e+18,1220301057714245632,18481908.0,18481908,Devourlick,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Devourlick', 'name': 'Darian Vorlick', 'id': 18481908, 'id_str': '18481908', 'indices': [0, 11]}, {'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [12, 23]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [24, 36]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [37, 45]}, {'screen_name': 'AaltoUniversity', 'name': 'Aalto University', 'id': 90345811, 'id_str': '90345811', 'indices': [46, 62]}, {'screen_name': 'VTTFinland', 'name': 'VTT', 'id': 66325641, 'id_str': '66325641', 'indices': [63, 74]}]",[],en,recent,3505261576,3505261576,Plinio Casarotto,p_casarotto,"Helsinki, Finland","Pharmacologist, neuroscientist and #preprint enthusiast @helsinkiuni.",,[],False,102,67,0,Mon Aug 31 20:16:39 +0000 2015,363,,,True,False,613,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/638716824281026560/euica9j9_normal.jpg,https://pbs.twimg.com/profile_images/638716824281026560/euica9j9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3505261576/1441117160,,,,,,,,,,,,,,,
43,Thu Jan 23 10:12:47 +0000 2020,1220288261186314240,1220288261186314240,@RPJacquet @helsinkiuni @villevaltonen @ReaktorNow Congrats on receiving the certificate. Well done! 🏅,False,"[51, 102]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202757751418307e+18,1220275775141830656,311991439.0,311991439,RPJacquet,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'RPJacquet', 'name': 'Robert Jacquet', 'id': 311991439, 'id_str': '311991439', 'indices': [0, 10]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [11, 23]}, {'screen_name': 'villevaltonen', 'name': 'Ville Valtonen', 'id': 85311622, 'id_str': '85311622', 'indices': [24, 38]}, {'screen_name': 'ReaktorNow', 'name': 'Reaktor', 'id': 280949688, 'id_str': '280949688', 'indices': [39, 50]}]",[],en,recent,775588820175781888,775588820175781888,Teemu Roos,teemu_roos,"Helsinki, Finland",Your friendly neighborhood #AI Professor @helsinkiuni 🌍 Lead Instructor #ElementsofAI 👨‍💻 @UnivHelsinkiCS @FCAI_fi #machinelearning #diversity #tekoäly,https://t.co/ycvYxAMNUg,[],False,4753,1618,65,Tue Sep 13 06:55:59 +0000 2016,23075,,,True,False,4108,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1202472081788567552/BM2_SRLL_normal.jpg,https://pbs.twimg.com/profile_images/1202472081788567552/BM2_SRLL_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/775588820175781888/1575525873,"[{'url': 'https://t.co/ycvYxAMNUg', 'expanded_url': 'https://researchportal.helsinki.fi/en/persons/teemu-roos', 'display_url': 'researchportal.helsinki.fi/en/persons/tee…', 'indices': [0, 23]}]",,,,,,,,,,,,,,
