,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,retweeted_status.user.entities.url.urls
187,Fri Jan 24 20:24:50 +0000 2020,1220804675638833152,1220804675638833152,"@DuaaZahra @sbdaman @angelamcleanx @RyersonU @theryersonian @theeyeopener In the uOttawa case, the university took over administering their UPass but it seems all their other services transferred over to the new students’ union (UOSU)",False,"[74, 234]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207961510724608e+18,1220796151072460800,282320936.0,282320936,DuaaZahra,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'DuaaZahra', 'name': 'Duaa زهراء', 'id': 282320936, 'id_str': '282320936', 'indices': [0, 10]}, {'screen_name': 'sbdaman', 'name': 'Daman Singh', 'id': 522516587, 'id_str': '522516587', 'indices': [11, 19]}, {'screen_name': 'angelamcleanx', 'name': 'Angela McLean', 'id': 239131107, 'id_str': '239131107', 'indices': [20, 34]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [35, 44]}, {'screen_name': 'theryersonian', 'name': 'The Ryersonian', 'id': 194172085, 'id_str': '194172085', 'indices': [45, 59]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [60, 73]}]",[],en,recent,709858128,709858128,David Jardine,davidjardine_,"Toronto, Ontario","Passionate about Equity, Diversity & Inclusion, Student Engagement and Leadership. @RyersonU / @RyersonFCAD communications student and #RyeRes staff",,[],False,322,333,4,Sun Jul 22 01:14:44 +0000 2012,22349,,,False,False,7423,,False,False,False,000000,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1203187964903403522/IdkV1nIS_normal.jpg,https://pbs.twimg.com/profile_images/1203187964903403522/IdkV1nIS_normal.jpg,F58EA8,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/709858128/1496466242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Fri Jan 24 19:50:58 +0000 2020,1220796151072460800,1220796151072460800,@sbdaman @angelamcleanx @RyersonU @theryersonian @theeyeopener I guess in that situation what happens to services such as health insurance and equity centres? Do they move under the university?,False,"[63, 193]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207945759310193e+18,1220794575931019264,522516587.0,522516587,sbdaman,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'sbdaman', 'name': 'Daman Singh', 'id': 522516587, 'id_str': '522516587', 'indices': [0, 8]}, {'screen_name': 'angelamcleanx', 'name': 'Angela McLean', 'id': 239131107, 'id_str': '239131107', 'indices': [9, 23]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [24, 33]}, {'screen_name': 'theryersonian', 'name': 'The Ryersonian', 'id': 194172085, 'id_str': '194172085', 'indices': [34, 48]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [49, 62]}]",[],en,recent,282320936,282320936,Duaa زهراء,DuaaZahra,,"President @RCDSOnline | Student @RUPerformance | Freelance theatre whiz, politics junkie, and hockey nerd. Incredibly caffeinated | Opinions are my own. She/her",,[],False,375,995,3,Fri Apr 15 00:17:54 +0000 2011,8940,,,False,False,5015,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1216804735912640512/JsnIdaMw_normal.jpg,https://pbs.twimg.com/profile_images/1216804735912640512/JsnIdaMw_normal.jpg,FF0000,65B0DA,7AC3EE,3D1957,True,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/282320936/1570496884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Fri Jan 24 19:44:42 +0000 2020,1220794575931019264,1220794575931019264,@DuaaZahra @angelamcleanx @RyersonU @theryersonian @theeyeopener There's some precedent. The SFUO at UO had its recognition/funding stopped. It's likely RSU will not meet its financial obligations (namely staff costs and debts). They'll go into bankruptcy and shut down. Assets/debts might transfer to a replacement organization.,False,"[65, 329]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207890044776325e+18,1220789004477632513,282320936.0,282320936,DuaaZahra,,,,False,0,11,False,False,en,[],[],"[{'screen_name': 'DuaaZahra', 'name': 'Duaa زهراء', 'id': 282320936, 'id_str': '282320936', 'indices': [0, 10]}, {'screen_name': 'angelamcleanx', 'name': 'Angela McLean', 'id': 239131107, 'id_str': '239131107', 'indices': [11, 25]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [26, 35]}, {'screen_name': 'theryersonian', 'name': 'The Ryersonian', 'id': 194172085, 'id_str': '194172085', 'indices': [36, 50]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [51, 64]}]",[],en,recent,522516587,522516587,Daman Singh,sbdaman,"Toronto, Ontario",Pretty boring. Student @UofT.,https://t.co/m12tZACQnM,[],False,336,366,3,Mon Mar 12 19:29:36 +0000 2012,888,,,False,False,16,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1216951548300931077/dwEbDyeU_normal.jpg,https://pbs.twimg.com/profile_images/1216951548300931077/dwEbDyeU_normal.jpg,ABB8C2,000000,EFEFEF,333333,False,False,False,False,False,False,False,regular,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/522516587/1562200666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/m12tZACQnM', 'expanded_url': 'https://www.instagram.com/damansb/', 'display_url': 'instagram.com/damansb/', 'indices': [0, 23]}]",
194,Fri Jan 24 19:37:01 +0000 2020,1220792642721779712,1220792642721779712,@DuaaZahra @angelamcleanx @RyersonU @theryersonian @theeyeopener The same thing happened at the University of Ottawa a couple of years ago.  There was a referendum and students voted to join a new student union.,False,"[65, 211]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207890044776325e+18,1220789004477632513,282320936.0,282320936,DuaaZahra,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'DuaaZahra', 'name': 'Duaa زهراء', 'id': 282320936, 'id_str': '282320936', 'indices': [0, 10]}, {'screen_name': 'angelamcleanx', 'name': 'Angela McLean', 'id': 239131107, 'id_str': '239131107', 'indices': [11, 25]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [26, 35]}, {'screen_name': 'theryersonian', 'name': 'The Ryersonian', 'id': 194172085, 'id_str': '194172085', 'indices': [36, 50]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [51, 64]}]",[],en,recent,16593816,16593816,Mick Sweetman,MickSweetman,"Nanaimo, Snuneymuxw Territory",Volunteer at @chly1017fm. VIU student. Skateboarder. You're never to old to learn new tricks.,,[],False,2177,1633,85,Sat Oct 04 18:31:31 +0000 2008,6151,,,False,False,19028,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/688850858449199108/Mi-BE1QM_normal.jpg,https://pbs.twimg.com/profile_images/688850858449199108/Mi-BE1QM_normal.jpg,990000,FFFFFF,F3F3F3,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/16593816/1575522502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Fri Jan 24 19:22:34 +0000 2020,1220789004477632513,1220789004477632513,@angelamcleanx @RyersonU @theryersonian Following this because I'm really curious about this as well. To my knowledge there is no precedent for what to do in this scenario because I don't think anything to this scale has ever happened before -- @theeyeopener @theryersonian ?,False,"[40, 275]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207868365761126e+18,1220786836576112640,239131107.0,239131107,angelamcleanx,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'angelamcleanx', 'name': 'Angela McLean', 'id': 239131107, 'id_str': '239131107', 'indices': [0, 14]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [15, 24]}, {'screen_name': 'theryersonian', 'name': 'The Ryersonian', 'id': 194172085, 'id_str': '194172085', 'indices': [25, 39]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [245, 258]}, {'screen_name': 'theryersonian', 'name': 'The Ryersonian', 'id': 194172085, 'id_str': '194172085', 'indices': [259, 273]}]",[],en,recent,282320936,282320936,Duaa زهراء,DuaaZahra,,"President @RCDSOnline | Student @RUPerformance | Freelance theatre whiz, politics junkie, and hockey nerd. Incredibly caffeinated | Opinions are my own. She/her",,[],False,375,995,3,Fri Apr 15 00:17:54 +0000 2011,8940,,,False,False,5015,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1216804735912640512/JsnIdaMw_normal.jpg,https://pbs.twimg.com/profile_images/1216804735912640512/JsnIdaMw_normal.jpg,FF0000,65B0DA,7AC3EE,3D1957,True,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/282320936/1570496884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Fri Jan 24 19:13:57 +0000 2020,1220786836576112640,1220786836576112640,@RyersonU Anyone know the policy on the RSU continuing to operate (in whatever form that is — and I’m not saying one exists at all) with Ryerson in their name? I feel like there must be legalities around that. @theryersonian,False,"[10, 224]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207859065563177e+18,1220785906556317697,18776647.0,18776647,RyersonU,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [0, 9]}, {'screen_name': 'theryersonian', 'name': 'The Ryersonian', 'id': 194172085, 'id_str': '194172085', 'indices': [210, 224]}]",[],en,recent,239131107,239131107,Angela McLean,angelamcleanx,✈,Media Relations @AccentureCanada. Writer @Ryerson_Alumni. Alumna @RSJNow. Photographer. Pop culture fanatic. Also @painfullies. :),https://t.co/tA2rf1M5gR,[],False,869,925,25,Sun Jan 16 22:12:51 +0000 2011,26526,,,False,False,7108,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1049861826954096646/1CQTkWJD_normal.jpg,https://pbs.twimg.com/profile_images/1049861826954096646/1CQTkWJD_normal.jpg,F58EA8,FFFFFF,DDEEF6,0084B4,True,True,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/239131107/1539141599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/tA2rf1M5gR', 'expanded_url': 'http://angelamclean.ca/', 'display_url': 'angelamclean.ca', 'indices': [0, 23]}]",
199,Fri Jan 24 15:55:52 +0000 2020,1220736985725313027,1220736985725313027,@cf_gre @RyersonU Not that we are aware of but hoping to get it included in the curriculum,False,"[18, 90]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206078926189158e+18,1220607892618915840,1949061162.0,1949061162,cf_gre,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'cf_gre', 'name': 'CarlG', 'id': 1949061162, 'id_str': '1949061162', 'indices': [0, 7]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [8, 17]}]",[],en,recent,169370868,169370868,Ryerson NCU/CNSA,RyersonNursing,DCC-331,The Nursing Course Union & Canadian Nursing Students' Association - Ryerson Chapter work together to support the students of the Ryerson Collaborative Program,https://t.co/peR3MSrXw9,[],False,660,81,11,Thu Jul 22 05:02:07 +0000 2010,45,,,False,False,1150,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1220134178940911623/IhtZSvpp_normal.jpg,https://pbs.twimg.com/profile_images/1220134178940911623/IhtZSvpp_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/169370868/1579737632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/peR3MSrXw9', 'expanded_url': 'http://www.facebook.com/ncu.cnsa', 'display_url': 'facebook.com/ncu.cnsa', 'indices': [0, 23]}]",
202,Fri Jan 24 14:41:01 +0000 2020,1220718149881991168,1220718149881991168,@CBasian @RyersonU Congratulations to you Carly and to your team at Student Financial Assistance!,False,"[19, 97]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207002837786214e+18,1220700283778621441,7.881186822412288e+17,788118682241228800,CBasian,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'CBasian', 'name': 'Carly Basian', 'id': 788118682241228800, 'id_str': '788118682241228800', 'indices': [0, 8]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [9, 18]}]",[],en,recent,736035800735965184,736035800735965184,Branka Halilovic,brankahalilovic,"Toronto, Ontario","Executive Director, Operations   @ChangSchool 
Ryerson University",https://t.co/K8iL7eIQJg,[],False,614,644,8,Fri May 27 03:26:24 +0000 2016,10695,,,True,False,1793,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/838239972754931721/ccVOVCtL_normal.jpg,https://pbs.twimg.com/profile_images/838239972754931721/ccVOVCtL_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/736035800735965184/1488852199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/K8iL7eIQJg', 'expanded_url': 'https://www.linkedin.com/in/branka-halilovic-mba-pmp-320254140/', 'display_url': 'linkedin.com/in/branka-hali…', 'indices': [0, 23]}]",
204,Fri Jan 24 14:06:11 +0000 2020,1220709385099530251,1220709385099530251,A huge shoutout to all of the partners who are taking on this issue of housing - #socialhousing #workforcehousing #HousingForWorkers @TDNews_Canada @desilvajanet @WoodGreenDotOrg @anabailaoTO @LoriAnnGirvan proud @RyersonU is @TorontoRBOT partner,False,"[0, 246]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,6,False,False,en,"[{'text': 'socialhousing', 'indices': [81, 95]}, {'text': 'workforcehousing', 'indices': [96, 113]}, {'text': 'HousingForWorkers', 'indices': [114, 132]}]",[],"[{'screen_name': 'TDNews_Canada', 'name': 'TD News Canada', 'id': 2742568542, 'id_str': '2742568542', 'indices': [133, 147]}, {'screen_name': 'desilvajanet', 'name': 'Jan De Silva', 'id': 2991597427, 'id_str': '2991597427', 'indices': [148, 161]}, {'screen_name': 'WoodGreenDotOrg', 'name': 'WoodGreen Community Services', 'id': 307929473, 'id_str': '307929473', 'indices': [162, 178]}, {'screen_name': 'anabailaoTO', 'name': 'Ana Bailão', 'id': 115497325, 'id_str': '115497325', 'indices': [179, 191]}, {'screen_name': 'LoriAnnGirvan', 'name': 'LoriAnn Girvan', 'id': 857301278430547970, 'id_str': '857301278430547970', 'indices': [192, 206]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [213, 222]}, {'screen_name': 'TorontoRBOT', 'name': 'Toronto Region Board of Trade', 'id': 57083046, 'id_str': '57083046', 'indices': [226, 238]}]",[],en,recent,586808345,586808345,"Elaine Lam, Ph.D.",ElaineKLam,"Toronto, Ontario, Canada","I like policy, art & #momlife. PhD #EdPolicy. @uniofoxford @queensu alum, @accessinclusion Director, @iwfglobal @banffforum @icdcanada member + mom of 3.",https://t.co/MRnTFXHtbD,[],False,2056,4178,106,Mon May 21 19:30:17 +0000 2012,20569,,,True,False,11019,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/994566921679974400/lNAQqBgf_normal.jpg,https://pbs.twimg.com/profile_images/994566921679974400/lNAQqBgf_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/586808345/1562075403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/MRnTFXHtbD', 'expanded_url': 'https://ca.linkedin.com/in/elaine-lam-ph-d-0b4a981', 'display_url': 'ca.linkedin.com/in/elaine-lam-…', 'indices': [0, 23]}]",
207,Fri Jan 24 13:45:44 +0000 2020,1220704236280983552,1220704236280983552,"@CBasian @RyersonU Congratulations to you and your awesome group, Carly! 👍🏻",False,"[19, 75]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207002837786214e+18,1220700283778621441,7.881186822412288e+17,788118682241228800,CBasian,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'CBasian', 'name': 'Carly Basian', 'id': 788118682241228800, 'id_str': '788118682241228800', 'indices': [0, 8]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [9, 18]}]",[],en,recent,1074831619,1074831619,Mike Hollands,CPCEHollands,Toronto,"Manager, Crime Prevention & Community Engagement - Community Safety & Security - Ryerson University. All tweets are my own.",https://t.co/7zBuwjxFZj,[],False,566,1452,3,Wed Jan 09 20:35:15 +0000 2013,9177,,,False,False,3071,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216859192683892737/l9-PRI7W_normal.jpg,https://pbs.twimg.com/profile_images/1216859192683892737/l9-PRI7W_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1074831619/1576865997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/7zBuwjxFZj', 'expanded_url': 'https://www.ryerson.ca/security', 'display_url': 'ryerson.ca/security', 'indices': [0, 23]}]",
208,Fri Jan 24 13:39:20 +0000 2020,1220702625223577600,1220702625223577600,@Transit122 @DowntownYonge @RyersonU @TTChelps @cityoftoronto @311Toronto @JohnTory These booklets are invaluable as we provide support to those in need 👍🏻,False,"[84, 155]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207013086484111e+18,1220701308648411136,2397996068.0,2397996068,Transit122,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'Transit122', 'name': 'Alex Funduk', 'id': 2397996068, 'id_str': '2397996068', 'indices': [0, 11]}, {'screen_name': 'DowntownYonge', 'name': 'Downtown Yonge BIA', 'id': 48817157, 'id_str': '48817157', 'indices': [12, 26]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [27, 36]}, {'screen_name': 'TTChelps', 'name': 'TTC Customer Service', 'id': 500231605, 'id_str': '500231605', 'indices': [37, 46]}, {'screen_name': 'cityoftoronto', 'name': 'City of Toronto', 'id': 19377913, 'id_str': '19377913', 'indices': [47, 61]}, {'screen_name': '311Toronto', 'name': '311 Toronto', 'id': 24201621, 'id_str': '24201621', 'indices': [62, 73]}, {'screen_name': 'JohnTory', 'name': 'John Tory', 'id': 89760824, 'id_str': '89760824', 'indices': [74, 83]}]",[],en,recent,1074831619,1074831619,Mike Hollands,CPCEHollands,Toronto,"Manager, Crime Prevention & Community Engagement - Community Safety & Security - Ryerson University. All tweets are my own.",https://t.co/7zBuwjxFZj,[],False,566,1452,3,Wed Jan 09 20:35:15 +0000 2013,9177,,,False,False,3071,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216859192683892737/l9-PRI7W_normal.jpg,https://pbs.twimg.com/profile_images/1216859192683892737/l9-PRI7W_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1074831619/1576865997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/7zBuwjxFZj', 'expanded_url': 'https://www.ryerson.ca/security', 'display_url': 'ryerson.ca/security', 'indices': [0, 23]}]",
209,Fri Jan 24 13:09:19 +0000 2020,1220695073060532230,1220695073060532230,@CathAEllis @RyersonU Thanks 😊,False,"[22, 30]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205631307130184e+18,1220563130713018369,1.0036652434095596e+18,1003665243409559552,CathAEllis,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'CathAEllis', 'name': 'Catherine Ellis', 'id': 1003665243409559552, 'id_str': '1003665243409559552', 'indices': [0, 11]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [12, 21]}]",[],en,recent,1364643937,1364643937,Art Blake,ArtMBlake,Toronto Tkaronto,"RyersonU. d#EDIcated. settler. immigrant. queer. trans. ✊🏽”Re-Dressing: Tailoring the Gendered Body"". Opinionated.",,[],False,932,667,46,Fri Apr 19 15:04:45 +0000 2013,14689,,,True,False,7235,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1110287768976973824/uaT-17GA_normal.jpg,https://pbs.twimg.com/profile_images/1110287768976973824/uaT-17GA_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1364643937/1578696070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
