,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.possibly_sensitive
189,Tue Jan 21 20:16:45 +0000 2020,1219715475979980800,1219715475979980800,@gsducker @UUtah @huntsmancancer @UofUHealth Congratulations Greg!,False,"[45, 66]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,1024324788615929857,1024324788615929857,Rutter Lab,RutterLab,"Salt Lake City, UT",Official Rutter Lab Twitter @UUtah & @HHMINEWS. We study #Mitochondria #Metabolism #Cancer and other cool stuff. Jared's tweets are signed -JR. Views are ours,https://t.co/stbevSvgUg,[],False,2283,444,13,Tue Jul 31 16:03:55 +0000 2018,2276,,,False,False,2438,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1181697555324780544/T9T9M11r_normal.jpg,https://pbs.twimg.com/profile_images/1181697555324780544/T9T9M11r_normal.jpg,https://pbs.twimg.com/profile_banners/1024324788615929857/1559146707,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/stbevSvgUg', 'expanded_url': 'https://rutter.biochem.utah.edu', 'display_url': 'rutter.biochem.utah.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Tue Jan 21 19:18:16 +0000 2020,1219700756959264769,1219700756959264769,RT @jjmccluskey: @mama_ute @RuthVWatkins @UUtah @higheredutah I will keep talking about Lauren. The conversation will will continue.,False,"[0, 132]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'jjmccluskey', 'name': 'Jill McCluskey', 'id': 2904583470, 'id_str': '2904583470', 'indices': [3, 15]}, {'screen_name': 'mama_ute', 'name': 'Ute Mama', 'id': 1186016536856674304, 'id_str': '1186016536856674304', 'indices': [17, 26]}, {'screen_name': 'RuthVWatkins', 'name': 'Ruth V. Watkins', 'id': 867129626627260416, 'id_str': '867129626627260416', 'indices': [27, 40]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [41, 47]}, {'screen_name': 'higheredutah', 'name': 'Utah System of Higher Education', 'id': 36984695, 'id_str': '36984695', 'indices': [48, 61]}]",[],en,recent,890242477348671488,890242477348671488,Ron Mittelhammer,HeadCougRon,,"Regents Professor, School of Economic Sciences, WSU. My views are my own.",,[],False,50,75,0,Wed Jul 26 16:08:41 +0000 2017,216,,,True,False,208,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1148697199049527296/fqMZQfen_normal.png,https://pbs.twimg.com/profile_images/1148697199049527296/fqMZQfen_normal.png,,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,Sat Jan 18 19:48:54 +0000 2020,1.2186213061254226e+18,1218621306125422592,@mama_ute @RuthVWatkins @UUtah @higheredutah I will keep talking about Lauren. The conversation will will continue.,False,"[45, 115]",[],[],"[{'screen_name': 'mama_ute', 'name': 'Ute Mama', 'id': 1186016536856674304, 'id_str': '1186016536856674304', 'indices': [0, 9]}, {'screen_name': 'RuthVWatkins', 'name': 'Ruth V. Watkins', 'id': 867129626627260416, 'id_str': '867129626627260416', 'indices': [10, 23]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [24, 30]}, {'screen_name': 'higheredutah', 'name': 'Utah System of Higher Education', 'id': 36984695, 'id_str': '36984695', 'indices': [31, 44]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2185525484344402e+18,1218552548434440196,1.1860165368566743e+18,1186016536856674304,mama_ute,2904583470.0,2904583470,Jill McCluskey,jjmccluskey,"Pullman, WA","Regents Prof. & Director, WSU School of Econ Sciences, Past Pres. AAEA, Matt's wife, mom to a Ute athlete in heaven & a Husky future engineer. Views are mine.",https://t.co/VpgbFmtTzb,[],False,3382.0,538.0,34.0,Wed Nov 19 15:21:18 +0000 2014,8251.0,,,False,False,1269.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/638715822890835968/5X-Pl6ua_normal.jpg,https://pbs.twimg.com/profile_images/638715822890835968/5X-Pl6ua_normal.jpg,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,1.0,10.0,False,False,en,"[{'url': 'https://t.co/VpgbFmtTzb', 'expanded_url': 'https://people.ses.wsu.edu/mccluskey/', 'display_url': 'people.ses.wsu.edu/mccluskey/', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/2904583470/1573859316,,,,,,,,,,,,,,,,,,,,,
193,Tue Jan 21 16:54:35 +0000 2020,1219664601219944449,1219664601219944449,"RT @salmon_net: A recent @sciencemagazine paper led by Sean, alongside other researchers from @UW_SAFS, #ADFG and @UUtah  discovered that #…",False,"[0, 140]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'ADFG', 'indices': [104, 109]}]",[],"[{'screen_name': 'salmon_net', 'name': 'Salmon Network', 'id': 801188883627028481, 'id_str': '801188883627028481', 'indices': [3, 14]}, {'screen_name': 'sciencemagazine', 'name': 'Science Magazine', 'id': 32372834, 'id_str': '32372834', 'indices': [25, 41]}, {'screen_name': 'UW_SAFS', 'name': 'UW SAFS', 'id': 608509144, 'id_str': '608509144', 'indices': [94, 102]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [114, 120]}]",[],en,recent,3165455166,3165455166,Jonathan Moore,Jon_W_Moore,"British Columbia, CA","Rivers. Salmon. Water. People. Liber Ero Chair of Coastal Science and Management, Salmon Watersheds Lab @SFU @E2O",https://t.co/vrdHN7zckq,[],False,2117,829,53,Mon Apr 20 14:13:02 +0000 2015,4549,,,False,False,3905,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/590157738996465664/wp1qhfs9_normal.jpg,https://pbs.twimg.com/profile_images/590157738996465664/wp1qhfs9_normal.jpg,https://pbs.twimg.com/profile_banners/3165455166/1429539994,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/vrdHN7zckq', 'expanded_url': 'http://www.jonwmoore.org/', 'display_url': 'jonwmoore.org', 'indices': [0, 23]}]",Mon Jan 20 18:46:11 +0000 2020,1.2193302956665938e+18,1219330295666593792,"A recent @sciencemagazine paper led by Sean, alongside other researchers from @UW_SAFS, #ADFG and @UUtah  discovered that #Chinook and #sockeye salmon production shifts from year to year within one of the great salmon watersheds of Alaska",False,"[0, 238]","[{'text': 'ADFG', 'indices': [88, 93]}, {'text': 'Chinook', 'indices': [122, 130]}, {'text': 'sockeye', 'indices': [135, 143]}]",[],"[{'screen_name': 'sciencemagazine', 'name': 'Science Magazine', 'id': 32372834, 'id_str': '32372834', 'indices': [9, 25]}, {'screen_name': 'UW_SAFS', 'name': 'UW SAFS', 'id': 608509144, 'id_str': '608509144', 'indices': [78, 86]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [98, 104]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2193302944208855e+18,1219330294420885511,8.011888836270285e+17,801188883627028481,salmon_net,8.011888836270285e+17,801188883627028481,Salmon Network,salmon_net,UW | SFU | UAF,A portal for policy-relevant science on wild Pacific salmon and their ecosystems.,https://t.co/QbFpMZvGrn,[],False,946.0,232.0,9.0,Tue Nov 22 22:21:30 +0000 2016,311.0,,,False,False,1213.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/927738867947470848/Vz7TY2Sc_normal.jpg,https://pbs.twimg.com/profile_images/927738867947470848/Vz7TY2Sc_normal.jpg,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,2.0,2.0,False,False,en,"[{'url': 'https://t.co/QbFpMZvGrn', 'expanded_url': 'http://salmon-net.org/', 'display_url': 'salmon-net.org', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/801188883627028481/1510025270,,,,,,,,,,,,,,,,,,,,,
194,Tue Jan 21 16:39:50 +0000 2020,1219660887843147776,1219660887843147776,@PatersJpat @nephologue @UUtah @UofUATMOS @FireWeatherLab Likely.  They've done them in the past.,False,"[58, 97]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219660291098628e+18,1219660291098628096,1657282916.0,1657282916,PatersJpat,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PatersJpat', 'name': '💧John Paterson', 'id': 1657282916, 'id_str': '1657282916', 'indices': [0, 11]}, {'screen_name': 'nephologue', 'name': 'Tim Garrett', 'id': 720705731347894272, 'id_str': '720705731347894272', 'indices': [12, 23]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [24, 30]}, {'screen_name': 'UofUATMOS', 'name': 'U of U Atmospheric Sciences', 'id': 1042511155007119360, 'id_str': '1042511155007119360', 'indices': [31, 41]}, {'screen_name': 'FireWeatherLab', 'name': 'SJSU FireWeatherLab', 'id': 1700367830, 'id_str': '1700367830', 'indices': [42, 57]}]",[],en,recent,2924295312,2924295312,Jim Steenburgh,ProfessorPowder,University of Utah,"Atmospheric Sciences Professor @UUtah. Author, Secrets of the Greatest Snow on Earth. 
Blog, Wasatch Weather Weenies (https://t.co/DP2vP2QR1U).  
Tweets my own.",http://t.co/dhNoxcfUxx,"[{'url': 'https://t.co/DP2vP2QR1U', 'expanded_url': 'http://goo.gl/0gJZNc', 'display_url': 'goo.gl/0gJZNc', 'indices': [118, 141]}]",False,1901,230,60,Tue Dec 09 19:02:34 +0000 2014,399,,,True,False,5235,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/542395068275904514/w1bjJoBB_normal.jpeg,https://pbs.twimg.com/profile_images/542395068275904514/w1bjJoBB_normal.jpeg,https://pbs.twimg.com/profile_banners/2924295312/1418178908,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'http://t.co/dhNoxcfUxx', 'expanded_url': 'http://goo.gl/fxknUv', 'display_url': 'goo.gl/fxknUv', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Tue Jan 21 15:43:56 +0000 2020,1219646821359730689,1219646821359730689,".@UUtah fam: there's a weird phishing email made to look like a message from the university. Mine said that I haven't been able to receive messages because my inbox is full.

DO NOT OPEN",False,"[0, 186]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [1, 7]}]",[],en,recent,84938858,84938858,Joseph Stuart,jstuart__,,"PhD Candidate @uofuhistory | Race, Religion, Masculinity in Black Freedom Struggle",,[],False,1694,875,50,Sat Oct 24 21:09:11 +0000 2009,67871,,,False,False,29918,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1104950193533812737/IGkl3ilB_normal.jpg,https://pbs.twimg.com/profile_images/1104950193533812737/IGkl3ilB_normal.jpg,,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Tue Jan 21 12:56:55 +0000 2020,1219604790365376512,1219604790365376512,"RT @salmon_net: A recent @sciencemagazine paper led by Sean, alongside other researchers from @UW_SAFS, #ADFG and @UUtah  discovered that #…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'ADFG', 'indices': [104, 109]}]",[],"[{'screen_name': 'salmon_net', 'name': 'Salmon Network', 'id': 801188883627028481, 'id_str': '801188883627028481', 'indices': [3, 14]}, {'screen_name': 'sciencemagazine', 'name': 'Science Magazine', 'id': 32372834, 'id_str': '32372834', 'indices': [25, 41]}, {'screen_name': 'UW_SAFS', 'name': 'UW SAFS', 'id': 608509144, 'id_str': '608509144', 'indices': [94, 102]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [114, 120]}]",[],en,recent,1240977457,1240977457,UAF CFOS,UAFcfos,Alaska,Information from the College of Fisheries and Ocean Sciences at the University of Alaska Fairbanks.,http://t.co/Aui7mMjEdP,[],False,639,191,18,Mon Mar 04 09:40:55 +0000 2013,848,,,True,False,2657,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/777947486581174272/0JZD_N0r_normal.jpg,https://pbs.twimg.com/profile_images/777947486581174272/0JZD_N0r_normal.jpg,https://pbs.twimg.com/profile_banners/1240977457/1464805451,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/Aui7mMjEdP', 'expanded_url': 'http://www.sfos.uaf.edu/', 'display_url': 'sfos.uaf.edu', 'indices': [0, 22]}]",Mon Jan 20 18:46:11 +0000 2020,1.2193302956665938e+18,1219330295666593792,"A recent @sciencemagazine paper led by Sean, alongside other researchers from @UW_SAFS, #ADFG and @UUtah  discovered that #Chinook and #sockeye salmon production shifts from year to year within one of the great salmon watersheds of Alaska",False,"[0, 238]","[{'text': 'ADFG', 'indices': [88, 93]}, {'text': 'Chinook', 'indices': [122, 130]}, {'text': 'sockeye', 'indices': [135, 143]}]",[],"[{'screen_name': 'sciencemagazine', 'name': 'Science Magazine', 'id': 32372834, 'id_str': '32372834', 'indices': [9, 25]}, {'screen_name': 'UW_SAFS', 'name': 'UW SAFS', 'id': 608509144, 'id_str': '608509144', 'indices': [78, 86]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [98, 104]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2193302944208855e+18,1219330294420885511,8.011888836270285e+17,801188883627028481,salmon_net,8.011888836270285e+17,801188883627028481,Salmon Network,salmon_net,UW | SFU | UAF,A portal for policy-relevant science on wild Pacific salmon and their ecosystems.,https://t.co/QbFpMZvGrn,[],False,946.0,232.0,9.0,Tue Nov 22 22:21:30 +0000 2016,311.0,,,False,False,1213.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/927738867947470848/Vz7TY2Sc_normal.jpg,https://pbs.twimg.com/profile_images/927738867947470848/Vz7TY2Sc_normal.jpg,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,2.0,2.0,False,False,en,"[{'url': 'https://t.co/QbFpMZvGrn', 'expanded_url': 'http://salmon-net.org/', 'display_url': 'salmon-net.org', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/801188883627028481/1510025270,,,,,,,,,,,,,,,,,,,,,
208,Mon Jan 20 22:01:12 +0000 2020,1219379372903165952,1219379372903165952,The crowd has nearly doubled to newly 500 people as we heard from @JennyWilsonUT read a #MLKDay proclamation and spoken word poetry from a @UUtah student and an 8th grade student. So impressive!,False,"[0, 194]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,8,False,False,en,"[{'text': 'MLKDay', 'indices': [88, 95]}]",[],"[{'screen_name': 'JennyWilsonUT', 'name': 'Jenny Wilson', 'id': 2335899655, 'id_str': '2335899655', 'indices': [66, 80]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [139, 145]}]",[],en,recent,23774343,23774343,Sheena McFarland,sheena5427,"Salt Lake City, UT",I run Marketing + Communications at the David Eccles School of Business at the University of Utah. I love Real Salt Lake and astronomy. My views are my own.,https://t.co/huPlA0LXR1,[],False,2016,1253,83,Wed Mar 11 15:04:07 +0000 2009,6622,,,True,False,1998,,False,False,False,7A0C11,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/673973984438849537/0UGQykmX_normal.jpg,https://pbs.twimg.com/profile_images/673973984438849537/0UGQykmX_normal.jpg,https://pbs.twimg.com/profile_banners/23774343/1406736797,221BE0,65B0DA,FBFC27,3D1957,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/huPlA0LXR1', 'expanded_url': 'http://eccles.utah.edu', 'display_url': 'eccles.utah.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd7c511e9f8bc5da,https://api.twitter.com/1.1/geo/id/bd7c511e9f8bc5da.json,city,Salt Lake City,"Salt Lake City, UT",US,United States,[],Polygon,"[[[-112.0383105, 40.6998952], [-111.795741, 40.6998952], [-111.795741, 40.8317151], [-112.0383105, 40.8317151]]]",,,,,,,,,,,
209,Mon Jan 20 21:01:32 +0000 2020,1219364357248667649,1219364357248667649,@jjmccluskey @AAUniversities @UUtah They sure do need to work to make all students safe at all campuses!   Should be the highest priority,False,"[36, 137]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193268698136125e+18,1219326869813612545,2904583470.0,2904583470,jjmccluskey,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'jjmccluskey', 'name': 'Jill McCluskey', 'id': 2904583470, 'id_str': '2904583470', 'indices': [0, 12]}, {'screen_name': 'AAUniversities', 'name': 'AAU', 'id': 293709920, 'id_str': '293709920', 'indices': [13, 28]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [29, 35]}]",[],en,recent,1108824143196123136,1108824143196123136,Dean Miller,dawgsmiller1,"Seattle, WA","UW Alum and Husky. Lifelong Seahawks, Mariners , Sonics & Seattle NHL fan.",,[],False,46,514,0,Thu Mar 21 20:14:11 +0000 2019,4149,,,True,False,1411,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1162687546008199168/L70im-gf_normal.jpg,https://pbs.twimg.com/profile_images/1162687546008199168/L70im-gf_normal.jpg,https://pbs.twimg.com/profile_banners/1108824143196123136/1565347485,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Mon Jan 20 18:46:11 +0000 2020,1219330295666593792,1219330295666593792,"A recent @sciencemagazine paper led by Sean, alongside other researchers from @UW_SAFS, #ADFG and @UUtah  discovered that #Chinook and #sockeye salmon production shifts from year to year within one of the great salmon watersheds of Alaska",False,"[0, 238]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2193302944208855e+18,1219330294420885511,8.011888836270285e+17,801188883627028481,salmon_net,,,,,False,2,2,False,False,en,"[{'text': 'ADFG', 'indices': [88, 93]}, {'text': 'Chinook', 'indices': [122, 130]}, {'text': 'sockeye', 'indices': [135, 143]}]",[],"[{'screen_name': 'sciencemagazine', 'name': 'Science Magazine', 'id': 32372834, 'id_str': '32372834', 'indices': [9, 25]}, {'screen_name': 'UW_SAFS', 'name': 'UW SAFS', 'id': 608509144, 'id_str': '608509144', 'indices': [78, 86]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [98, 104]}]",[],en,recent,801188883627028481,801188883627028481,Salmon Network,salmon_net,UW | SFU | UAF,A portal for policy-relevant science on wild Pacific salmon and their ecosystems.,https://t.co/QbFpMZvGrn,[],False,946,232,9,Tue Nov 22 22:21:30 +0000 2016,311,,,False,False,1213,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/927738867947470848/Vz7TY2Sc_normal.jpg,https://pbs.twimg.com/profile_images/927738867947470848/Vz7TY2Sc_normal.jpg,https://pbs.twimg.com/profile_banners/801188883627028481/1510025270,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/QbFpMZvGrn', 'expanded_url': 'http://salmon-net.org/', 'display_url': 'salmon-net.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Sun Jan 19 16:28:04 +0000 2020,1218933151935844352,1218933151935844352,"@djenebajalan @heissenstat @NicholasDanfort As contingent faculty making minimum wage, this really grinds my gears whether at a state R1 (cough @UUtah) or an Ivy.",False,"[44, 162]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2189096453575803e+18,1218909645357580289,358859720.0,358859720,djenebajalan,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'djenebajalan', 'name': 'Djene Rhys Bajalan', 'id': 358859720, 'id_str': '358859720', 'indices': [0, 13]}, {'screen_name': 'heissenstat', 'name': 'Howard Eissenstat', 'id': 2416567776, 'id_str': '2416567776', 'indices': [14, 26]}, {'screen_name': 'NicholasDanfort', 'name': 'Nicholas Danforth', 'id': 918627914, 'id_str': '918627914', 'indices': [27, 43]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [144, 150]}]",[],en,recent,1233412500,1233412500,Ted Bey,TedBey,,Precariously Employed @uofsandiego • PhD @UCSanDiego • Ottoman Arab History • In a complicated relationship with 🇹🇷 🇱🇧 🇺🇸,,[],False,500,949,12,Sat Mar 02 07:41:11 +0000 2013,3192,,,True,False,3112,,False,False,False,4A913C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1193245940930342912/OhTdFsci_normal.jpg,https://pbs.twimg.com/profile_images/1193245940930342912/OhTdFsci_normal.jpg,https://pbs.twimg.com/profile_banners/1233412500/1576698486,E81C4F,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
