,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
244,Sat Jan 25 13:33:48 +0000 2020,1221063624044748800,1221063624044748800,@pdakean @oaklandu Thank you!,False,"[19, 29]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208275267521372e+18,1220827526752137217,93653664.0,93653664,pdakean,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'pdakean', 'name': 'Pam Davis-Kean🌴', 'id': 93653664, 'id_str': '93653664', 'indices': [0, 8]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [9, 18]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Sat Jan 25 13:33:36 +0000 2020,1221063571834052614,1221063571834052614,@MedEthicalTyler @oaklandu Thanks!,False,"[27, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208186345929236e+18,1220818634592923649,2575388965.0,2575388965,MedEthicalTyler,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MedEthicalTyler', 'name': 'Tyler Parsons', 'id': 2575388965, 'id_str': '2575388965', 'indices': [0, 16]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [17, 26]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Sat Jan 25 12:22:38 +0000 2020,1221045714605826048,1221045714605826048,@NicoleBarbaro @oaklandu Congratulations Dr. Barbaro!,False,"[25, 53]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,49181858,49181858,Randall Peterson,hikenmann,"Millsboro, DE",Chief photographer for https://t.co/VNFXFzSnEy and enthusiastic about all things science and economics.,,"[{'url': 'https://t.co/VNFXFzSnEy', 'expanded_url': 'http://kayakingdelmarva.com', 'display_url': 'kayakingdelmarva.com', 'indices': [23, 46]}]",False,381,1529,5,Sun Jun 21 01:13:01 +0000 2009,16623,,,True,False,8971,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/913413608947593216/jXWXKUho_normal.jpg,https://pbs.twimg.com/profile_images/913413608947593216/jXWXKUho_normal.jpg,0099B9,5ED4DC,95E8EC,3C3940,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/49181858/1506609995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Sat Jan 25 07:43:23 +0000 2020,1220975436156620801,1220975436156620801,@NicoleBarbaro @oaklandu Congratulations!!!!,False,"[25, 44]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,330743859,330743859,Brian D. Earp,briandavidearp,,"@Yale @UniofOx @hastingscenter: philosophy, cogsci, bioethics, science+medicine, psychedelic policy, sexuality, gender equality, bodily integrity, child rights",https://t.co/ky7xnZxTAj,[],False,19438,5685,724,Thu Jul 07 02:46:31 +0000 2011,26546,,,False,False,82393,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/448401398858670081/uQti1M1V_normal.jpeg,https://pbs.twimg.com/profile_images/448401398858670081/uQti1M1V_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/330743859/1398882563,"[{'url': 'https://t.co/ky7xnZxTAj', 'expanded_url': 'https://www.sup.org/books/title/?id=27130', 'display_url': 'sup.org/books/title/?i…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Sat Jan 25 07:30:57 +0000 2020,1220972307218194432,1220972307218194432,"@NicoleBarbaro @oaklandu Congrats, Dr. Barbaro!",False,"[25, 47]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,18353044,18353044,Matt Motyl,MattMotyl,"Chicago, IL, USA","Social/political psychologist, UX researcher, author, speaker, #1stgen, opensci & stats neRd, dog & pun lover, & human formerly known as an athlete & professor",https://t.co/z6tG2St1Lm,[],False,3627,888,79,Wed Dec 24 06:51:02 +0000 2008,40979,,,True,False,6756,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1057040475490783232/qinXxYup_normal.jpg,https://pbs.twimg.com/profile_images/1057040475490783232/qinXxYup_normal.jpg,981CEB,FFFFFF,99CC33,3E4415,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/18353044/1542239752,"[{'url': 'https://t.co/z6tG2St1Lm', 'expanded_url': 'http://www.mattmotyl.com', 'display_url': 'mattmotyl.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Sat Jan 25 05:29:42 +0000 2020,1220941793463660544,1220941793463660544,@NicoleBarbaro @oaklandu Congratulations! And best of@luck in your future career!,False,"[25, 81]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,1189721425546039296,1189721425546039296,Nigella_sativa,Nigella_Kalonji,,"Teacher. Learner. Scientist. Reader. Listener. Animal lover. Vegetarian. Liberal & concerned about the planet, but UN-WOKE. Do not like arrogant people.",,[],False,44,338,0,Thu Oct 31 01:51:20 +0000 2019,163,,,False,False,275,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1200610861452316672/zp55QZuX_normal.jpg,https://pbs.twimg.com/profile_images/1200610861452316672/zp55QZuX_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1189721425546039296/1572489973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Sat Jan 25 04:23:15 +0000 2020,1220925070291259393,1220925070291259393,@NicoleBarbaro @oaklandu Congrats 🎉,False,"[25, 35]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,798908602282934272,798908602282934272,Matthew Shackley,mattshackley,"Santa Barbara, CA",PhD Student in Education & Cognitive Science @GGSEucsb. Trainee Board Secretary @IMBESoc. Ex-pro bicycle dreamer. @GoldenKnights & @LFC fan. Tweets=my opinions.,,[],False,116,545,2,Wed Nov 16 15:20:28 +0000 2016,2303,,,True,False,1147,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1091380884899487744/lOAvRrDA_normal.jpg,https://pbs.twimg.com/profile_images/1091380884899487744/lOAvRrDA_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/798908602282934272/1549040729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Sat Jan 25 03:38:08 +0000 2020,1220913716138516482,1220913716138516482,@NicoleBarbaro @oaklandu Congratulations Dr. Barbaro!!,False,"[25, 54]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,1119647936835661824,1119647936835661824,Viviana Weekes-Shackelford,darwiniandiva,"Michigan, USA",Evolutionary psychologist.... Mama to my kiddos and 6 pet kiddos. Spouse to my love. Student of life. “Wonderment shall set you free”,https://t.co/Lv0pKaSLBU,[],False,106,308,3,Sat Apr 20 17:04:04 +0000 2019,65,,,False,False,61,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1153008725118128129/3AdwSkkc_normal.jpg,https://pbs.twimg.com/profile_images/1153008725118128129/3AdwSkkc_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1119647936835661824/1563733677,"[{'url': 'https://t.co/Lv0pKaSLBU', 'expanded_url': 'http://darwiniandivaphd.com', 'display_url': 'darwiniandivaphd.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Sat Jan 25 03:27:00 +0000 2020,1220910916436418561,1220910916436418561,"@NicoleBarbaro @oaklandu Congrats, Nicole. Really looking forward to your visit here.",False,"[25, 85]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,715331576633032704,715331576633032704,Clay Routledge,clayroutledge,"Fargo, ND",@NDSU Psych Prof/ Director of Existential Science Lab / Fellow Challey Institute for Global Innovation and Growth/ Senior Fellow @FamStudies/ fitness enthusiast,https://t.co/LFRIzycnka,[],False,20777,441,302,Thu Mar 31 00:15:12 +0000 2016,8698,,,False,False,3481,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1187547965390540802/H9JvVYUh_normal.jpg,https://pbs.twimg.com/profile_images/1187547965390540802/H9JvVYUh_normal.jpg,000000,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/715331576633032704/1563105243,"[{'url': 'https://t.co/LFRIzycnka', 'expanded_url': 'http://clayroutledge.com', 'display_url': 'clayroutledge.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Sat Jan 25 01:29:56 +0000 2020,1220881457419145217,1220881457419145217,"@NicoleBarbaro @oaklandu Yay, Doc Nicole!",False,"[25, 41]","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,28872567,28872567,Amy Alkon,amyalkon,"Venice, California",Science-based syndicated columnist.  Mediator. Latest “science-help” book: Unf*ckology (How to scuttle fear & live w/guts & confidence) https://t.co/0qqSDcFedF,http://t.co/invWAWKXOH,"[{'url': 'https://t.co/0qqSDcFedF', 'expanded_url': 'http://amzn.to/2fFdl2c', 'display_url': 'amzn.to/2fFdl2c', 'indices': [136, 159]}]",False,20884,1725,469,Sat Apr 04 21:18:03 +0000 2009,10528,,,False,True,108471,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,True,http://pbs.twimg.com/profile_images/383167395/Amyjusthead_normal.jpg,https://pbs.twimg.com/profile_images/383167395/Amyjusthead_normal.jpg,0084B4,FFFFFF,DDFFCC,333333,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/28872567/1468973817,"[{'url': 'http://t.co/invWAWKXOH', 'expanded_url': 'http://www.advicegoddess.com', 'display_url': 'advicegoddess.com', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Fri Jan 24 22:30:04 +0000 2020,1220836191496392704,1220836191496392704,"@NicoleBarbaro @oaklandu That’s so dope! Congratulations! Have been following you for a while, genuinely happy for you 🎉",False,"[25, 120]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,1047828396556705793,1047828396556705793,Vadym Zhyrov,vadymzhyrov,"Los Angeles, CA","The coolest boring person you know. Centrist AF. Mainly concerned with Evolutionary Psychology, Cognitive Neuroscience, and #LARams",,[],False,18,96,0,Thu Oct 04 12:38:52 +0000 2018,3839,,,False,False,907,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1207717779899502593/bnnIGHF5_normal.jpg,https://pbs.twimg.com/profile_images/1207717779899502593/bnnIGHF5_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1047828396556705793/1569551299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Fri Jan 24 21:55:38 +0000 2020,1220827526752137217,1220827526752137217,@NicoleBarbaro @oaklandu Congratulations 🎉🍾,False,"[25, 43]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,93653664,93653664,Pam Davis-Kean🌴,pdakean,"Ann Arbor, MI","Developmental/Quantitative psychologist, Founding Director of Population, NeuroDev, and Genetics program @umisr, open science, data science, secondary data",https://t.co/8z35WPnJvU,[],False,3096,1569,82,Mon Nov 30 15:40:56 +0000 2009,36969,,,True,False,26259,,False,False,False,000000,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/1021899128870240256/Mu4H-bqV_normal.jpg,https://pbs.twimg.com/profile_images/1021899128870240256/Mu4H-bqV_normal.jpg,FF691F,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/93653664/1579610415,"[{'url': 'https://t.co/8z35WPnJvU', 'expanded_url': 'https://lsa.umich.edu/psych/people/faculty/pdakean.html', 'display_url': 'lsa.umich.edu/psych/people/f…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Fri Jan 24 21:39:37 +0000 2020,1220823492393869324,1220823492393869324,@NicoleBarbaro @oaklandu Woo! Way to go Dr. Barbaro!! 🥳🤩🍾,False,"[25, 57]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,9,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,22107744,22107744,Cory Clark,ImHardcory,United States & United Kingdom,Social Psych Asst Professor @durham_uni. Interested in #PoliticsofScience #Bias #Morality and #dogs. Only my tweets that you like are my own.,https://t.co/HEJryreS6S,[],False,9633,689,102,Fri Feb 27 04:36:08 +0000 2009,12420,,,True,False,1270,,False,False,False,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1187367802849640451/ZyXD9459_normal.jpg,https://pbs.twimg.com/profile_images/1187367802849640451/ZyXD9459_normal.jpg,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/22107744/1561291985,"[{'url': 'https://t.co/HEJryreS6S', 'expanded_url': 'http://www.coryjclark.com', 'display_url': 'coryjclark.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Fri Jan 24 21:31:26 +0000 2020,1220821435784081409,1220821435784081409,@NicoleBarbaro @oaklandu Congratulations!,False,"[25, 41]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,266806337,266806337,Rob Henderson,robkhenderson,"Cambridge, England",Interested in human nature. Sharing what I learn. | PhD candidate @Gates_Cambridge | BS @Yale | Veteran @usairforce | Newsletter: https://t.co/0QB1dSYyO8,https://t.co/fPhHWIedQJ,"[{'url': 'https://t.co/0QB1dSYyO8', 'expanded_url': 'http://eepurl.com/gNOyq5', 'display_url': 'eepurl.com/gNOyq5', 'indices': [130, 153]}]",False,13511,116,156,Tue Mar 15 21:13:28 +0000 2011,2901,,,False,False,3054,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1215868586465599488/IcZFtGw1_normal.jpg,https://pbs.twimg.com/profile_images/1215868586465599488/IcZFtGw1_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/266806337/1573637307,"[{'url': 'https://t.co/fPhHWIedQJ', 'expanded_url': 'https://donorbox.org/human-nature', 'display_url': 'donorbox.org/human-nature', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
