,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
103,Wed Jan 22 19:36:54 +0000 2020,1220067836393148418,1220067836393148418,"@emilyvanduyn @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber This is great news, Emily! Congratulations!",False,"[86, 129]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200444797232333e+18,1220044479723233280,25940532.0,25940532,emilyvanduyn,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'emilyvanduyn', 'name': 'Emily Van Duyn', 'id': 25940532, 'id_str': '25940532', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}]",[],en,recent,2197078663,2197078663,Ben Murphy,benjmurph,USCSS Nostromo,English PhD student @UNC-CH | c19 American Lit & Science | Editorial Assistant @amlitjournal [@DukePress] | rec league centre-back | lazy dog enthusiast,https://t.co/UUfMtsCLY6,"[{'url': 'https://t.co/UUfMtsCLY6', 'expanded_url': 'https://benjamin-murphy.com/', 'display_url': 'benjamin-murphy.com', 'indices': [0, 23]}]",[],False,490,1013,1,Sat Nov 16 04:14:47 +0000 2013,1485,,,True,False,590,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1077758304594657281/mabunPgS_normal.jpg,https://pbs.twimg.com/profile_images/1077758304594657281/mabunPgS_normal.jpg,https://pbs.twimg.com/profile_banners/2197078663/1543876497,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Wed Jan 22 19:36:41 +0000 2020,1220067781829369857,1220067781829369857,@emilyvanduyn @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Wonderful news - congratulations!!,False,"[86, 120]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200444797232333e+18,1220044479723233280,25940532.0,25940532,emilyvanduyn,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'emilyvanduyn', 'name': 'Emily Van Duyn', 'id': 25940532, 'id_str': '25940532', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}]",[],en,recent,197038758,197038758,Martin Johannes Riedl,martinriedl,austin & dc,"phd candidate @utjschool | research @engagingnews @texastipi @hiig_berlin | content moderation, social media, internet governance | ❤️ @juliettetalk | he/him",https://t.co/gOCV4ozPBD,"[{'url': 'https://t.co/gOCV4ozPBD', 'expanded_url': 'https://journalism.utexas.edu/graduate/profiles/doctoral/martin-riedl', 'display_url': 'journalism.utexas.edu/graduate/profi…', 'indices': [0, 23]}]",[],False,1127,3405,40,Thu Sep 30 14:20:02 +0000 2010,4309,,,True,False,3266,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1127639908603060225/O0r2u9tL_normal.png,https://pbs.twimg.com/profile_images/1127639908603060225/O0r2u9tL_normal.png,https://pbs.twimg.com/profile_banners/197038758/1476112811,038543,EEEEEE,F6F6F6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Wed Jan 22 19:17:51 +0000 2020,1220063042987159553,1220063042987159553,@CarisaNietsche @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thank you! I miss you!,False,"[88, 110]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200616912805356e+18,1220061691280535559,20299353.0,20299353,CarisaNietsche,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'CarisaNietsche', 'name': 'Carisa Nietsche', 'id': 20299353, 'id_str': '20299353', 'indices': [0, 15]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [16, 30]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [31, 44]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [45, 57]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [58, 71]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [72, 87]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Wed Jan 22 19:13:18 +0000 2020,1220061896201555968,1220061896201555968,"@kearneymw @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thank you, Mike!!",False,"[83, 100]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200610922710753e+18,1220061092271075330,2973406683.0,2973406683,kearneymw,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'kearneymw', 'name': 'Michael W. Kearney📊', 'id': 2973406683, 'id_str': '2973406683', 'indices': [0, 10]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [11, 25]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [26, 39]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [40, 52]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [53, 66]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [67, 82]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Wed Jan 22 19:11:32 +0000 2020,1220061452045651968,1220061452045651968,"@emilyvanduyn @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber This is fantastic! Huge congratulations to you, and so well deserved! And smart move @IllinoisComm! Welcome to Illinois!",False,"[86, 206]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200444797232333e+18,1220044479723233280,25940532.0,25940532,emilyvanduyn,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'emilyvanduyn', 'name': 'Emily Van Duyn', 'id': 25940532, 'id_str': '25940532', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [171, 184]}]",[],en,recent,16571969,16571969,Ben Epstein,benepstein55,"Chicago, IL","Proud dad/lucky husband. Minnesotan at heart living in Chicago. Poli Sci Prof @DePaulU. Loves sports, politics & twizzlers. I wrote this https://t.co/kwCaiIe3x6",https://t.co/5ANR92xrSj,"[{'url': 'https://t.co/5ANR92xrSj', 'expanded_url': 'http://benepstein.com', 'display_url': 'benepstein.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/kwCaiIe3x6', 'expanded_url': 'https://amzn.to/2jTk0EZ', 'display_url': 'amzn.to/2jTk0EZ', 'indices': [137, 160]}]",False,1659,3134,59,Fri Oct 03 02:04:55 +0000 2008,30791,,,False,False,17576,,False,False,False,000000,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1096893146179555329/VwXrhJpV_normal.jpg,https://pbs.twimg.com/profile_images/1096893146179555329/VwXrhJpV_normal.jpg,https://pbs.twimg.com/profile_banners/16571969/1524502023,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Wed Jan 22 19:10:06 +0000 2020,1220061092271075330,1220061092271075330,@emilyvanduyn @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Well done!!! 🥳 🎊🍾🎉,False,"[86, 104]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200444797232333e+18,1220044479723233280,25940532.0,25940532,emilyvanduyn,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'emilyvanduyn', 'name': 'Emily Van Duyn', 'id': 25940532, 'id_str': '25940532', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}]",[],en,recent,2973406683,2973406683,Michael W. Kearney📊,kearneymw,"Columbia, MO","Assistant Professor at @mujschool and MU Informatics Institute. New media, politics, data journalism, data[[""big""]] science, and #rstats. he/him.",https://t.co/SU0Q8e8JLx,"[{'url': 'https://t.co/SU0Q8e8JLx', 'expanded_url': 'https://mikewk.com', 'display_url': 'mikewk.com', 'indices': [0, 23]}]",[],False,6636,934,214,Sun Jan 11 17:54:09 +0000 2015,24803,,,True,False,8723,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1181580418597830658/YS1IUXlh_normal.jpg,https://pbs.twimg.com/profile_images/1181580418597830658/YS1IUXlh_normal.jpg,https://pbs.twimg.com/profile_banners/2973406683/1577646479,CC1111,C0DEED,DDEEF6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Wed Jan 22 19:04:11 +0000 2020,1220059603167109121,1220059603167109121,"@brianros1 @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thank you, Brian!",False,"[83, 100]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200516740913562e+18,1220051674091356166,143991014.0,143991014,brianros1,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'brianros1', 'name': 'Brian Rosenwald', 'id': 143991014, 'id_str': '143991014', 'indices': [0, 10]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [11, 25]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [26, 39]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [40, 52]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [53, 66]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [67, 82]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Wed Jan 22 19:03:46 +0000 2020,1220059495985868805,1220059495985868805,"@prof_vaccari @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thank you, Cristian!!",False,"[86, 107]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200530081737155e+18,1220053008173715456,45515709.0,45515709,prof_vaccari,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'prof_vaccari', 'name': 'Professor Cristian Vaccari', 'id': 45515709, 'id_str': '45515709', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Wed Jan 22 18:58:38 +0000 2020,1220058205339799552,1220058205339799552,"@marctrussler @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thank you, Marc!!",False,"[86, 103]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200539704937677e+18,1220053970493767682,190911113.0,190911113,marctrussler,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'marctrussler', 'name': 'Marc Trussler', 'id': 190911113, 'id_str': '190911113', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Wed Jan 22 18:58:20 +0000 2020,1220058131524251648,1220058131524251648,"@averyholton @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thanks, Avery!!",False,"[85, 100]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200546799476e+18,1220054679947599872,34339828.0,34339828,averyholton,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'averyholton', 'name': 'Avery Holton', 'id': 34339828, 'id_str': '34339828', 'indices': [0, 12]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [13, 27]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [28, 41]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [42, 54]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [55, 68]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [69, 84]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
