,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
33,Thu Jan 23 15:51:27 +0000 2020,1220373488613122054,1220373488613122054,"PERKS: President Nellis will be joining for the first hour, grab this opportunity to meet the president of the university😉!!

@OhioUASU @ohiou @OUGradSenate",False,"[0, 156]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203734875939676e+18,1220373487593967617,485110920.0,485110920,ohiouCIS,,,,,False,1,2,False,False,en,[],[],"[{'screen_name': 'OhioUASU', 'name': ""Ohio University African Students' Union"", 'id': 3688539496, 'id_str': '3688539496', 'indices': [126, 135]}, {'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [136, 142]}, {'screen_name': 'OUGradSenate', 'name': 'OHIO Graduate Student Senate(GSS)', 'id': 872494537, 'id_str': '872494537', 'indices': [143, 156]}]",[],en,recent,485110920,485110920,Ohio University CIS,ohiouCIS,"Athens, OH",The Center for International Studies is the Global Education Gateway of Ohio University. We are committed to internationalizing the OHIO learning community.,http://t.co/VghnnCLg0c,[],False,921,612,13,Mon Feb 06 21:01:32 +0000 2012,471,,,True,False,1967,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/638722263798411264/i48t310K_normal.jpg,https://pbs.twimg.com/profile_images/638722263798411264/i48t310K_normal.jpg,https://pbs.twimg.com/profile_banners/485110920/1534347414,0084B4,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/VghnnCLg0c', 'expanded_url': 'http://www.internationalstudies.ohio.edu', 'display_url': 'internationalstudies.ohio.edu', 'indices': [0, 22]}]",77aa8a0640caa98c,https://api.twitter.com/1.1/geo/id/77aa8a0640caa98c.json,city,Athens,"Athens, OH",US,United States,[],Polygon,"[[[-82.173479, 39.27973], [-82.01933, 39.27973], [-82.01933, 39.361038], [-82.173479, 39.361038]]]",,,,,,,,,,,,,,
35,Thu Jan 23 01:02:58 +0000 2020,1220149892762558464,1220149892762558464,"@ohiou We always approve of #WallpaperWednesday, but this one is easily one of our favorites. 😻📸🔥",False,"[7, 97]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201483377997824e+18,1220148337799782400,16712361.0,16712361,ohiou,,,,,False,0,4,False,False,en,"[{'text': 'WallpaperWednesday', 'indices': [28, 47]}]",[],"[{'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [0, 6]}]",[],en,recent,370711197,370711197,Housing & Res Life,OhioU_Housing,"Athens, Ohio","Housing & Residence Life aims to promote equity, well being, integrity, learning, service and community in the residence halls of @ohiou 🐾 #MakeOHIOHome",https://t.co/cvhjUUvzKs,[],False,3933,215,46,Fri Sep 09 14:08:37 +0000 2011,4004,,,True,False,7282,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1131624585512726528/VmywwOp8_normal.jpg,https://pbs.twimg.com/profile_images/1131624585512726528/VmywwOp8_normal.jpg,https://pbs.twimg.com/profile_banners/370711197/1558707654,ABDF31,D3D2CF,E3E2DE,634047,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/cvhjUUvzKs', 'expanded_url': 'http://ohio.edu/housing', 'display_url': 'ohio.edu/housing', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,
44,Wed Jan 22 03:04:15 +0000 2020,1219818025517490176,1219818025517490176,@lauriefox2007 @ohiou @OHIOAlumni @ITSatOhioU @OhioBobcats @ohiouAdmissions Can’t wait to see this second-gen Bobcat in Athens! 😸,False,"[76, 129]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2198124564380836e+18,1219812456438083584,613558081.0,613558081,lauriefox2007,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'lauriefox2007', 'name': 'Laurie Fox', 'id': 613558081, 'id_str': '613558081', 'indices': [0, 14]}, {'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [15, 21]}, {'screen_name': 'OHIOAlumni', 'name': 'OHIO Alumni', 'id': 56469188, 'id_str': '56469188', 'indices': [22, 33]}, {'screen_name': 'ITSatOhioU', 'name': 'McClure ITS School', 'id': 192722945, 'id_str': '192722945', 'indices': [34, 45]}, {'screen_name': 'OhioBobcats', 'name': 'Ohio Bobcats', 'id': 15139071, 'id_str': '15139071', 'indices': [46, 58]}, {'screen_name': 'ohiouAdmissions', 'name': 'OhioU Admissions', 'id': 56240099, 'id_str': '56240099', 'indices': [59, 75]}]",[],en,recent,370711197,370711197,Housing & Res Life,OhioU_Housing,"Athens, Ohio","Housing & Residence Life aims to promote equity, well being, integrity, learning, service and community in the residence halls of @ohiou 🐾 #MakeOHIOHome",https://t.co/cvhjUUvzKs,[],False,3933,215,46,Fri Sep 09 14:08:37 +0000 2011,4004,,,True,False,7282,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1131624585512726528/VmywwOp8_normal.jpg,https://pbs.twimg.com/profile_images/1131624585512726528/VmywwOp8_normal.jpg,https://pbs.twimg.com/profile_banners/370711197/1558707654,ABDF31,D3D2CF,E3E2DE,634047,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/cvhjUUvzKs', 'expanded_url': 'http://ohio.edu/housing', 'display_url': 'ohio.edu/housing', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,
47,Wed Jan 22 02:26:42 +0000 2020,1219808576631459840,1219808576631459840,@cmcphillips @mdeziel @JeffersonEAllen @ohiou Ha ha was just going to tag you. 😊,False,"[46, 80]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219364718948823e+18,1219364718948823040,98926312.0,98926312,cmcphillips,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'cmcphillips', 'name': 'Cathy McPhillips', 'id': 98926312, 'id_str': '98926312', 'indices': [0, 12]}, {'screen_name': 'mdeziel', 'name': 'Melanie Deziel', 'id': 240450486, 'id_str': '240450486', 'indices': [13, 21]}, {'screen_name': 'JeffersonEAllen', 'name': 'Jefferson Allen', 'id': 905803146, 'id_str': '905803146', 'indices': [22, 38]}, {'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [39, 45]}]",[],en,recent,16799006,16799006,Monina Wagner,MoninaW,"Cleveland, Ohio",Building community at @CMIContent #CMWorld and #ContentTECH. #DisneyMP alum. Love lumpia and lacrosse. Perpetually trying to be the cool mom. Monina not Monica.,https://t.co/4CrWSHixoH,[],False,5685,2189,654,Thu Oct 16 01:24:54 +0000 2008,9149,,,True,False,68233,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1202039571762098176/zFizbFj5_normal.jpg,https://pbs.twimg.com/profile_images/1202039571762098176/zFizbFj5_normal.jpg,https://pbs.twimg.com/profile_banners/16799006/1522597852,038543,FFFFFF,F6F6F6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/4CrWSHixoH', 'expanded_url': 'https://www.linkedin.com/in/moninaw', 'display_url': 'linkedin.com/in/moninaw', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,
77,Mon Jan 20 21:02:58 +0000 2020,1219364718948823040,1219364718948823040,@mdeziel You should connect with @JeffersonEAllen. He’s doing some great work at @ohiou.,False,"[9, 88]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193565015565025e+18,1219356501556502529,240450486.0,240450486,mdeziel,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'mdeziel', 'name': 'Melanie Deziel', 'id': 240450486, 'id_str': '240450486', 'indices': [0, 8]}, {'screen_name': 'JeffersonEAllen', 'name': 'Jefferson Allen', 'id': 905803146, 'id_str': '905803146', 'indices': [33, 49]}, {'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [81, 87]}]",[],en,recent,98926312,98926312,Cathy McPhillips,cmcphillips,"Cleveland, Ohio",VP Marketing #ContentMarketing Institute - @cmicontent @InformaTechHQ #CMWorld #ContentTECH | @orangeeffect #nokidhungry advocacy | @ohiou alum | @KentState mom,https://t.co/sxtdxsrI1R,[],False,12297,10872,863,Wed Dec 23 17:44:03 +0000 2009,1397,,,True,False,20082,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1122817090166173696/EQ-3SG9G_normal.png,https://pbs.twimg.com/profile_images/1122817090166173696/EQ-3SG9G_normal.png,https://pbs.twimg.com/profile_banners/98926312/1568387342,FF691F,FFFFFF,8D0000,9B9138,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/sxtdxsrI1R', 'expanded_url': 'http://www.contentmarketingworld.com', 'display_url': 'contentmarketingworld.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,
80,Mon Jan 20 16:44:24 +0000 2020,1219299648554356736,1219299648554356736,"RT @AldenLibDigital: This @AthensOhio crowd honors Martin Luther King Jr on his National Day of Mourning, 3 days after his 1968 murder. Mem…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,32,0,False,False,en,[],[],"[{'screen_name': 'AldenLibDigital', 'name': 'OhioUDigitalArchives', 'id': 1011924913, 'id_str': '1011924913', 'indices': [3, 19]}, {'screen_name': 'AthensOhio', 'name': 'Visit Athens Ohio', 'id': 17873505, 'id_str': '17873505', 'indices': [26, 37]}]",[],en,recent,460634749,460634749,Student Alumni Board,ohiosab,"Athens, Ohio",Ohio University Student Alumni Board is a professional organization geared toward connecting Ohio University alumni with current students and campus activities.,https://t.co/AUdOLboVgl,[],False,1814,720,23,Tue Jan 10 23:44:28 +0000 2012,2093,,,True,False,3641,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/1065673861826375682/cSwaWmnt_normal.jpg,https://pbs.twimg.com/profile_images/1065673861826375682/cSwaWmnt_normal.jpg,https://pbs.twimg.com/profile_banners/460634749/1575298637,1F98C7,FFFFFF,DAECF4,663B12,True,False,False,False,False,False,False,none,Mon Jan 20 15:02:03 +0000 2020,1.219273891434107e+18,1219273891434106880,"This @AthensOhio crowd honors Martin Luther King Jr on his National Day of Mourning, 3 days after his 1968 murder. Memorials continued at @ohiou even before #MLKDay federal holiday. See more at https://t.co/7NtR2z4nrW | pinboard https://t.co/Q0gnzoCLnF #UniversityArchives https://t.co/vkHHC8ZKsh",False,"[0, 272]","[{'text': 'MLKDay', 'indices': [157, 164]}, {'text': 'UniversityArchives', 'indices': [253, 272]}]",[],"[{'screen_name': 'AthensOhio', 'name': 'Visit Athens Ohio', 'id': 17873505, 'id_str': '17873505', 'indices': [5, 16]}, {'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [138, 144]}]","[{'url': 'https://t.co/7NtR2z4nrW', 'expanded_url': 'http://bit.ly/ou-ua-MLK', 'display_url': 'bit.ly/ou-ua-MLK', 'indices': [194, 217]}, {'url': 'https://t.co/Q0gnzoCLnF', 'expanded_url': 'http://bit.ly/MLKDayOU', 'display_url': 'bit.ly/MLKDayOU', 'indices': [229, 252]}]",en,recent,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,1011924913.0,1011924913,OhioUDigitalArchives,AldenLibDigital,"Alden Library, Athens, Ohio",Digital Initiatives @ Ohio University Libraries @AldenLibrary digitizing the Libraries' unique resources https://t.co/aZBub211In | https://t.co/Olqf8M915i,https://t.co/Olqf8M915i,"[{'url': 'https://t.co/aZBub211In', 'expanded_url': 'http://bit.ly/OUarchivesPins', 'display_url': 'bit.ly/OUarchivesPins', 'indices': [105, 128]}, {'url': 'https://t.co/Olqf8M915i', 'expanded_url': 'http://media.library.ohio.edu', 'display_url': 'media.library.ohio.edu', 'indices': [131, 154]}]",False,1982.0,3000.0,33.0,Fri Dec 14 20:31:37 +0000 2012,5482.0,,,False,False,4798.0,,False,False,False,022330,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/510174023615930368/ul8-JaU0_normal.jpeg,https://pbs.twimg.com/profile_images/510174023615930368/ul8-JaU0_normal.jpeg,https://pbs.twimg.com/profile_banners/1011924913/1579728258,3B94D9,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,32.0,110.0,False,False,en,"[{'url': 'https://t.co/AUdOLboVgl', 'expanded_url': 'http://www.ohiosab.com', 'display_url': 'ohiosab.com', 'indices': [0, 23]}]",,,,,,,,,,,"[{'url': 'https://t.co/Olqf8M915i', 'expanded_url': 'http://media.library.ohio.edu', 'display_url': 'media.library.ohio.edu', 'indices': [0, 23]}]",,,,,,,,,,,"[{'id': 1219273886539374594, 'id_str': '1219273886539374594', 'indices': [273, 296], 'media_url': 'http://pbs.twimg.com/media/EOu7I8sW4AI2x16.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EOu7I8sW4AI2x16.jpg', 'url': 'https://t.co/vkHHC8ZKsh', 'display_url': 'pic.twitter.com/vkHHC8ZKsh', 'expanded_url': 'https://twitter.com/AldenLibDigital/status/1219273891434106880/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 452, 'resize': 'fit'}, 'large': {'w': 1000, 'h': 664, 'resize': 'fit'}, 'medium': {'w': 1000, 'h': 664, 'resize': 'fit'}}}]","[{'id': 1219273886539374594, 'id_str': '1219273886539374594', 'indices': [273, 296], 'media_url': 'http://pbs.twimg.com/media/EOu7I8sW4AI2x16.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EOu7I8sW4AI2x16.jpg', 'url': 'https://t.co/vkHHC8ZKsh', 'display_url': 'pic.twitter.com/vkHHC8ZKsh', 'expanded_url': 'https://twitter.com/AldenLibDigital/status/1219273891434106880/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 452, 'resize': 'fit'}, 'large': {'w': 1000, 'h': 664, 'resize': 'fit'}, 'medium': {'w': 1000, 'h': 664, 'resize': 'fit'}}}, {'id': 1219273888808493057, 'id_str': '1219273888808493057', 'indices': [273, 296], 'media_url': 'http://pbs.twimg.com/media/EOu7JFJW4AEPA57.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EOu7JFJW4AEPA57.jpg', 'url': 'https://t.co/vkHHC8ZKsh', 'display_url': 'pic.twitter.com/vkHHC8ZKsh', 'expanded_url': 'https://twitter.com/AldenLibDigital/status/1219273891434106880/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 820, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1000, 'h': 1464, 'resize': 'fit'}, 'small': {'w': 464, 'h': 680, 'resize': 'fit'}}}]",False
81,Mon Jan 20 11:09:26 +0000 2020,1219215352560848897,1219215352560848897,"For today’s students to succeed in school and in the workplace, they need a particular set of skills. Skills they have acquired since elementary school. Skills that make them competitive in today’s job market.
See more from @ohiou",False,"[0, 230]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [224, 230]}]",[],en,recent,888413182410317825,888413182410317825,Professor Cox,ProfessorDCox,"Nelsonville, OH","Ohio University School of Nursing Assistant Professor of Instruction, Certified Nurse Educator, Strategies Success Specialist. #OHIOSONSOS",,[],False,200,36,1,Fri Jul 21 14:59:43 +0000 2017,101,,,False,False,212,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/890179507491090432/1l3aVeFM_normal.jpg,https://pbs.twimg.com/profile_images/890179507491090432/1l3aVeFM_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Mon Jan 20 03:14:23 +0000 2020,1219095801571545095,1219095801571545095,@ohiou @nathan_rourke @OhioFootball @OhioBobcats this pic is HARD,False,"[49, 65]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2190766998554747e+18,1219076699855474688,16712361.0,16712361,ohiou,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [0, 6]}, {'screen_name': 'nathan_rourke', 'name': 'Nathan Rourke', 'id': 2246222246, 'id_str': '2246222246', 'indices': [7, 21]}, {'screen_name': 'OhioFootball', 'name': 'Ohio Football 🏈', 'id': 537752438, 'id_str': '537752438', 'indices': [22, 35]}, {'screen_name': 'OhioBobcats', 'name': 'Ohio Bobcats', 'id': 15139071, 'id_str': '15139071', 'indices': [36, 48]}]",[],en,recent,164053335,164053335,Kyle Arnott,arnottky,"Columbus, OH","@ohiou/@marching110 alumnus, massive @court_montanye fan, jersey collector, @OhioUniforms guru, #CBJ Cannon Crew",https://t.co/g0MGzw1VoD,[],False,1157,929,17,Wed Jul 07 23:02:13 +0000 2010,177165,,,True,False,29685,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1206087303166332928/fxqNH5Gv_normal.jpg,https://pbs.twimg.com/profile_images/1206087303166332928/fxqNH5Gv_normal.jpg,https://pbs.twimg.com/profile_banners/164053335/1576872259,00694E,000000,EFEFEF,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/g0MGzw1VoD', 'expanded_url': 'https://goo.gl/photos/fBNAC1vxqZhBo5bG9', 'display_url': 'goo.gl/photos/fBNAC1v…', 'indices': [0, 23]}]",3df0e3eb1e91170b,https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json,city,Columbus,"Columbus, OH",US,United States,[],Polygon,"[[[-83.200169, 39.832013], [-82.7713751, 39.832013], [-82.7713751, 40.157354], [-83.200169, 40.157354]]]",,,,,,,,,,,,,,
83,Sun Jan 19 21:36:22 +0000 2020,1219010738989088768,1219010738989088768,@LawrenceCelani @ohiou Assuming he gets the paper finished on time...,False,"[23, 69]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2190103690684375e+18,1219010369068437506,350974211.0,350974211,LawrenceCelani,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'LawrenceCelani', 'name': 'Lawrence Celani', 'id': 350974211, 'id_str': '350974211', 'indices': [0, 15]}, {'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [16, 22]}]",[],en,recent,1081064657433939968,1081064657433939968,Joseph Ross,joeross1800,"Missouri, USA",PhD Student @HistoryatMizzou | Graduate Fellow @MUDemocracy | Studying the Early American West | #twitterstorians #vastearlyAmerica,,[],False,138,416,2,Fri Jan 04 05:47:54 +0000 2019,3471,,,False,False,675,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1081064821276041216/wIDpbiJP_normal.jpg,https://pbs.twimg.com/profile_images/1081064821276041216/wIDpbiJP_normal.jpg,https://pbs.twimg.com/profile_banners/1081064657433939968/1547350287,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Sun Jan 19 21:34:54 +0000 2020,1219010369068437506,1219010369068437506,@joeross1800 @ohiou I hear there’s a really great grad student presenting!,False,"[20, 74]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2190099553211515e+18,1219009955321151488,1.08106465743394e+18,1081064657433939968,joeross1800,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'joeross1800', 'name': 'Joseph Ross', 'id': 1081064657433939968, 'id_str': '1081064657433939968', 'indices': [0, 12]}, {'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [13, 19]}]",[],en,recent,350974211,350974211,Lawrence Celani,LawrenceCelani,"Columbia, MO",Ph.D. candidate @HistoryatMizzou studying slavery and politics in Missouri/Illinois. Alum of @HistoryURI and @PCHistoryDept🌹,,[],False,505,626,6,Mon Aug 08 16:07:40 +0000 2011,17178,,,True,False,5105,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1145317248900456449/pv8xeGMS_normal.jpg,https://pbs.twimg.com/profile_images/1145317248900456449/pv8xeGMS_normal.jpg,https://pbs.twimg.com/profile_banners/350974211/1520536948,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Sat Jan 18 22:02:17 +0000 2020,1218654872221954048,1218654872221954048,We hope everyone had a great first week @ohiou! Enjoy the three-day weekend!,False,"[0, 76]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [40, 46]}]",[],en,recent,219054818,219054818,OU African Studies,ouafricastudies,"Athens, Ohio, USA",The African Studies Program @ohiou is a designated Title VI National Resource Center for Africa supported by U.S. Department of Education funding.,https://t.co/Ab9eLmYCY3,[],False,2047,343,45,Tue Nov 23 20:20:18 +0000 2010,223,,,False,False,628,,False,False,False,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,False,http://pbs.twimg.com/profile_images/378800000515135189/0dc4f70279b505b93fd0754391c70061_normal.jpeg,https://pbs.twimg.com/profile_images/378800000515135189/0dc4f70279b505b93fd0754391c70061_normal.jpeg,https://pbs.twimg.com/profile_banners/219054818/1398609433,9D582E,D9B17E,EADEAA,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Ab9eLmYCY3', 'expanded_url': 'https://www.ohio.edu/global/cis/african/', 'display_url': 'ohio.edu/global/cis/afr…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,
